trap_year,Z1,Z2,Z3
D_D1-2-6_2012,-0.015742325302943925,-0.37596388181793416,-0.6698564803938933
D_D1-2-7_2012,-8.222032187990211e-05,-0.3986833189235165,-0.6464786306228142
D_D1-2-8_2012,-0.021103803712069734,-0.31009323611338574,0.09754681002192558
D_D1-2-9_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-10_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-11_2012,-0.317495846184869,-0.11265521790404585,0.6043649130125088
D_D10-1-12_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-13_2012,-0.03759797216215113,0.10181984470080119,0.017988959094129696
D_D10-1-14_2012,-0.06267847998920797,-0.2564710266533364,-0.16686999787071638
D_D10-1-15_2012,-0.05295959845757278,0.018677353528878143,0.08345105455610564
D_D10-1-16_2012,0.12036341355812373,-0.25837958417955087,0.48112809166849313
D_D10-1-17_2012,0.23668651357883355,-0.3610104291055245,-0.35135212012420736
D_D10-1-18_2012,-0.05676107833663601,0.2534692643373776,-0.03914976123077776
D_D10-1-19_2012,0.1629804459741533,-0.5681428641849285,0.3705449332166692
D_D10-1-1_2012,-0.03730676357433392,-0.12601683543613001,0.05065043978785879
D_D10-1-20_2012,0.1627738301929585,-0.40649016704374624,0.3473712438722109
D_D10-1-21_2012,0.16233637737802575,-0.06423447390674766,0.2983072489658834
D_D10-1-22_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-23_2012,-0.03759797216215113,0.10181984470080119,0.017988959094129696
D_D10-1-24_2012,-0.0379105714531255,0.10464262725285198,0.019530457278226353
D_D10-1-25_2012,-0.12450502156310483,0.10511009794100473,0.6082115338404477
D_D10-1-26_2012,-0.03759797216215113,0.10181984470080119,0.017988959094129696
D_D10-1-27_2012,0.16248262160514126,-0.1786534869068151,0.31470976317848176
D_D10-1-28_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-29_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-2_2012,0.030985707883539812,-0.41571689509326537,-0.3356222119302114
D_D10-1-30_2012,-0.03759797216215113,0.10181984470080119,0.017988959094129696
D_D10-1-31_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-32_2012,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D10-1-33_2012,0.30120572734675577,-0.24823729608995743,0.5260262027049946
D_D10-1-34_2012,-0.04896373419490265,0.11775239009944592,0.0011334610876021708
D_D10-1-35_2012,0.21748264967567107,-0.6217237432694512,-0.46720806208993904
D_D10-1-36_2012,-0.14028754818878245,0.1268443465072373,0.5902189397968252
D_D10-1-37_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-38_2012,-0.03759797216215113,0.10181984470080119,0.017988959094129696
D_D10-1-39_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-3_2012,-0.008038445076043645,-0.44940755659812015,-0.36718751770482216
D_D10-1-40_2012,-0.0033102594548223034,-0.14095395877331615,-0.20922432930358223
D_D10-1-41_2012,0.14565459629575234,-0.12985680227173202,0.3713815548391343
D_D10-1-42_2012,-0.03655571392947528,0.2251505383606918,-0.007248517528335698
D_D10-1-43_2012,0.059394638820190415,0.17783863769767688,-0.033009113240309446
D_D10-1-44_2012,-0.03266671958974716,-0.13252125733262113,0.05753165478312539
D_D10-1-45_2012,-0.0033102594548223034,-0.14095395877331615,-0.20922432930358223
D_D10-1-46_2012,-0.03655571392947528,0.2251505383606918,-0.007248517528335698
D_D10-1-47_2012,0.16233637737802575,-0.06423447390674766,0.2983072489658834
D_D10-1-48_2012,0.239225884875773,0.05552687269156942,-0.024755119683098077
D_D10-1-4_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-1-5_2012,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D10-1-6_2012,0.20053126241265445,-0.4266470095945086,0.11261089894236222
D_D10-1-7_2012,0.16233637737802575,-0.06423447390674766,0.2983072489658834
D_D10-1-8_2012,-0.04896373419490265,0.11775239009944592,0.0011334610876021708
D_D10-1-9_2012,-0.04896373419490265,0.11775239009944592,0.0011334610876021708
D_D10-2-10_2012,-0.04896373419490265,0.11775239009944592,0.0011334610876021708
D_D10-2-11_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-12_2012,0.05060758945525833,0.07654026916307338,0.047178800635106447
D_D10-2-13_2012,3.537353835401088,0.008374042211730347,0.3915574154932704
D_D10-2-14_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-15_2012,-0.06471284679682238,0.15811617005632514,0.04551082816221949
D_D10-2-16_2012,0.060727799385092956,-0.8532822804375653,-0.5338092299316839
D_D10-2-17_2012,-0.07840456334485843,0.056572938083921664,-0.01108241640895407
D_D10-2-18_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-19_2012,-0.14028754818878245,0.1268443465072373,0.5902189397968252
D_D10-2-1_2012,0.22576214392596955,-0.29086101841319434,-0.20653690610973952
D_D10-2-20_2012,0.3043143509971136,-0.2777335016317143,0.5109126589688396
D_D10-2-21_2012,-0.07080135408130026,-0.011941501869053461,-0.5593692080367956
D_D10-2-22_2012,-0.18094848776187775,-0.034950217237957076,1.1585423849382914
D_D10-2-23_2012,-0.03655571392947528,0.2251505383606918,-0.007248517528335698
D_D10-2-24_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-25_2012,0.3687471491597708,-0.8891047295439145,0.19765250830311895
D_D10-2-26_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-27_2012,-0.053290153055203016,-0.2327451366727157,-0.18711319845652463
D_D10-2-28_2012,-0.05474247989291334,-0.3576524603968288,-0.131042172988957
D_D10-2-29_2012,-0.062151512400154194,-0.4146406724930891,0.4591103055415243
D_D10-2-2_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-30_2012,0.059394638820190415,0.17783863769767688,-0.033009113240309446
D_D10-2-31_2012,-0.06556131417170254,0.16429535507321397,0.048242083769683336
D_D10-2-32_2012,0.25030696646991346,-0.8989442584716756,-0.1293892158610683
D_D10-2-33_2012,-0.04896373419490265,0.11775239009944592,0.0011334610876021708
D_D10-2-34_2012,0.059394638820190415,0.17783863769767688,-0.033009113240309446
D_D10-2-35_2012,0.059394638820190415,0.17783863769767688,-0.033009113240309446
D_D10-2-36_2012,0.16233637737802575,-0.06423447390674766,0.2983072489658834
D_D10-2-37_2012,0.2903633367674211,-0.3582597994041733,0.5711052011767525
D_D10-2-38_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-39_2012,-0.00795828953017438,0.016717029696028646,0.6056453393073803
D_D10-2-3_2012,-0.06556131417170254,0.16429535507321397,0.048242083769683336
D_D10-2-40_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-41_2012,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D10-2-42_2012,0.39520368564337033,-0.3422303361846676,0.5004958043073715
D_D10-2-43_2012,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D10-2-44_2012,0.16233637737802575,-0.06423447390674766,0.2983072489658834
D_D10-2-45_2012,0.29002755531454266,-0.48169306535595935,0.10692967872699216
D_D10-2-46_2012,0.05281604837280353,-0.2356880785361377,-0.24350305390700347
D_D10-2-47_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D10-2-48_2012,-0.05485217092720214,-0.19022601457240484,-0.5334868351128206
D_D10-2-4_2012,-0.05676107833663601,0.2534692643373776,-0.03914976123077776
D_D10-2-5_2012,-0.021103803712069734,-0.31009323611338574,0.09754681002192558
D_D10-2-6_2012,0.46304690456459935,-0.8355453735623659,-0.5642793314381372
D_D10-2-7_2012,0.15679182553982318,-0.6408685069080107,-1.1367689719431118
D_D10-2-8_2012,-0.09177784758881384,-0.18049619004878942,-0.5177287022892422
D_D10-2-9_2012,-0.07972224276673569,0.06522436757114677,-0.007012351378377676
D_D100-1-10_2011,-0.06871756090324421,-0.318848847017997,0.43889065297038815
D_D100-1-10_2012,-0.04920309740953093,0.11946702930094413,0.0019381057748334013
D_D100-1-10_2014,-0.021103803712069734,-0.31009323611338574,0.09754681002192558
D_D100-1-10_2015,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-10_2016,-0.03655571392947528,0.2251505383606918,-0.007248517528335698
D_D100-1-10_2017,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-11_2011,-0.03655571392947528,0.2251505383606918,-0.007248517528335698
D_D100-1-11_2012,0.0029534850765284633,-0.14973287814328395,-0.1993348149767016
D_D100-1-11_2014,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-11_2015,-0.009506384170103788,-0.6248251055318647,-0.2574799711862652
D_D100-1-11_2016,-0.17203491177669905,-0.4774795209850329,0.6782855167353379
D_D100-1-11_2017,-0.03655571392947528,0.2251505383606918,-0.007248517528335698
D_D100-1-12_2011,0.004773066941808882,-0.5523896337518793,-0.3232053506569886
D_D100-1-12_2012,-0.15388449850604946,-1.1693315124928598,-0.5277507531713113
D_D100-1-12_2014,-0.04184007952058749,-0.24486778297497702,0.09719781026840947
D_D100-1-12_2015,0.07144739059598178,0.15917248707489462,-0.013860723989938702
D_D100-1-12_2016,-0.1363269709567051,-0.13866008090115495,0.7597723544495636
D_D100-1-12_2017,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-13_2011,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-13_2012,0.0017835108765246249,-0.2537963272007708,-0.17621008851703684
D_D100-1-13_2014,0.30120572734675577,-0.24823729608995743,0.5260262027049946
D_D100-1-13_2015,0.0007409470200820599,-0.33726264140065326,0.020604653017113762
D_D100-1-13_2016,-0.0033102594548223034,-0.14095395877331615,-0.20922432930358223
D_D100-1-13_2017,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-14_2011,0.12217909588022127,-0.2793093343436137,0.49405056460224667
D_D100-1-14_2012,0.05272918913378745,-0.6220301270204511,-0.44133492978013206
D_D100-1-14_2014,-0.05676107833663601,0.2534692643373776,-0.03914976123077776
D_D100-1-14_2015,-0.1505601389163085,-1.0016392219575576,0.22519387980534605
D_D100-1-14_2016,0.09635631240119875,-0.4131728587215834,0.50097687336213
D_D100-1-14_2017,-0.06391786504495617,-0.05745164102259795,-0.5731823454059132
D_D100-1-15_2011,0.16248262160514126,-0.1786534869068151,0.31470976317848176
D_D100-1-15_2012,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-15_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-15_2015,-0.0534026727396203,0.14644449609221125,0.06610346298531009
D_D100-1-15_2016,-0.07257004641617919,-0.04258431180059158,0.20353934236758656
D_D100-1-15_2017,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-16_2011,0.16102206340665065,-0.051763593090532634,0.30469719639072806
D_D100-1-16_2012,0.3958600945045879,-0.7197907320522478,0.5135999882250997
D_D100-1-16_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-16_2015,-0.1151613405108363,-0.24990260179294443,0.010526171622519839
D_D100-1-16_2016,-0.06556131417170254,0.16429535507321397,0.048242083769683336
D_D100-1-16_2017,-0.05676107833663601,0.2534692643373776,-0.03914976123077776
D_D100-1-17_2011,0.20518855982437972,-0.6054006059856984,-0.48919941117166044
D_D100-1-17_2012,-0.04184007952058749,-0.24486778297497702,0.09719781026840947
D_D100-1-17_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-17_2015,0.059394638820190415,0.17783863769767688,-0.033009113240309446
D_D100-1-17_2016,0.2665090834618366,-0.5083941167292938,0.5735021478100726
D_D100-1-17_2017,-0.026139129907404662,-0.3014218046209155,-0.1855537173324851
D_D100-1-18_2011,-0.056038863493779616,-0.1674937210447326,-0.2508817347288591
D_D100-1-18_2012,0.07308348758113885,-0.9380454561809658,-0.4790006432457094
D_D100-1-18_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-18_2015,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-18_2016,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-18_2017,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-19_2011,-0.03710014779313909,-0.28766953257731237,0.07382412913231715
D_D100-1-19_2012,0.12217909588022127,-0.2793093343436137,0.49405056460224667
D_D100-1-19_2014,0.0346137000738061,-0.4208016891415874,-0.32989415572295855
D_D100-1-19_2015,0.27925127164500346,-0.43531184037493326,0.5147565704926808
D_D100-1-19_2016,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-19_2017,-0.05676107833663601,0.2534692643373776,-0.03914976123077776
D_D100-1-1_2011,0.16233637737802575,-0.06423447390674766,0.2983072489658834
D_D100-1-1_2012,0.060269938220502,-0.33640149973810035,0.8824943605498602
D_D100-1-1_2014,0.3043143509971136,-0.2777335016317143,0.5109126589688396
D_D100-1-1_2015,0.16102206340665065,-0.051763593090532634,0.30469719639072806
D_D100-1-1_2016,-0.33883032159469384,-0.0835660310051689,0.576399574894013
D_D100-1-1_2017,0.3043143509971136,-0.2777335016317143,0.5109126589688396
D_D100-1-20_2011,-0.0033102594548223034,-0.14095395877331615,-0.20922432930358223
D_D100-1-20_2012,-0.026139129907404662,-0.3014218046209155,-0.1855537173324851
D_D100-1-20_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-20_2015,0.39520368564337033,-0.3422303361846676,0.5004958043073715
D_D100-1-20_2016,-0.355518018118285,-0.22177911140211354,1.0817698355629437
D_D100-1-20_2017,-0.2499828105990263,-0.11040358561528757,0.18052401605692
D_D100-1-21_2011,-0.03266671958974716,-0.13252125733262113,0.05753165478312539
D_D100-1-21_2012,-0.23823648086504026,-0.4945373112669586,0.13630894224618073
D_D100-1-21_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-21_2015,0.16558752153563272,-0.412689580720909,-0.24567516924772106
D_D100-1-21_2016,-0.24669980777945297,-0.11467105232246888,0.18493815375670525
D_D100-1-21_2017,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-22_2011,0.31205986330978885,-0.7439867434708513,-0.02897684393313809
D_D100-1-22_2012,0.429987933821806,-0.25416520913527285,0.2676316215752561
D_D100-1-22_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-22_2015,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-22_2016,0.07016911831775219,-0.1629772777966831,0.830146389566836
D_D100-1-22_2017,-0.0839696275019006,-0.4645950978425579,-0.27045927625182553
D_D100-1-23_2011,-0.030917203995378766,0.04915694669919324,0.5779255840913575
D_D100-1-23_2012,-0.019770239963260723,-0.41168513764740755,0.0259714649988698
D_D100-1-23_2014,0.25873301212659044,-0.24300642667966355,0.30311138955989764
D_D100-1-23_2015,0.4099406246632224,-0.40063413977750884,0.6977023174413017
D_D100-1-23_2016,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-23_2017,-0.1463503653372188,-0.2533302680755338,0.08503656607796815
D_D100-1-24_2011,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-24_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-24_2014,-0.07257004641617919,-0.04258431180059158,0.20353934236758656
D_D100-1-24_2015,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-24_2016,-0.40385437678249647,-0.46333678097266007,0.701585319465865
D_D100-1-24_2017,-0.24177457075773964,-0.8233653532234626,0.17207033043269093
D_D100-1-25_2011,0.04744197334016334,-0.13769493431723745,-0.5652671677236732
D_D100-1-25_2012,0.10530142183018965,-1.120833451434319,-0.40626280157531164
D_D100-1-25_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-25_2015,-0.038382025397789545,-0.4314445276324602,-0.4613698165040453
D_D100-1-25_2016,0.03951212021710433,-0.12342785063997663,0.1997092979462613
D_D100-1-25_2017,-0.06354352271137703,-0.1345217113397389,-0.5146482557003593
D_D100-1-26_2011,0.05962065386869115,0.17583098558857374,-0.033891661108948534
D_D100-1-26_2012,0.0346137000738061,-0.4208016891415874,-0.32989415572295855
D_D100-1-26_2014,0.23859581021554843,0.05643662004456243,-0.0258056043579498
D_D100-1-26_2015,-0.23490578011572022,-0.4842715828232557,-0.020457822169873748
D_D100-1-26_2016,-0.06581147854786651,-0.863513809018747,-0.24782099461571405
D_D100-1-26_2017,-0.07080135408130026,-0.011941501869053461,-0.5593692080367956
D_D100-1-27_2011,0.7894804835586738,-0.08124469044531168,-0.5143776316165808
D_D100-1-27_2012,0.13123488782573622,-0.20707395928363626,0.318807305621291
D_D100-1-27_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-27_2015,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-27_2016,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-27_2017,-0.04896373419490265,0.11775239009944592,0.0011334610876021708
D_D100-1-28_2011,0.21770500372425458,-0.9107774141546697,-0.021500105249663837
D_D100-1-28_2012,-0.0379105714531255,0.10464262725285198,0.019530457278226353
D_D100-1-28_2014,0.3043143509971136,-0.2777335016317143,0.5109126589688396
D_D100-1-28_2015,0.4361186660559943,-1.0080790870349865,0.8210386581878397
D_D100-1-28_2016,0.02809586331646518,-0.06703848166369919,0.15761968915319446
D_D100-1-28_2017,-0.0626212840085716,-0.12883415357178218,-0.23493242434603448
D_D100-1-29_2011,0.3962611873993273,-0.36054652901226625,0.301312366345107
D_D100-1-29_2012,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-29_2014,-0.24669980777945297,-0.11467105232246888,0.18493815375670525
D_D100-1-29_2015,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-29_2016,-0.07858967458321224,-0.13183961073229647,0.27327491421024136
D_D100-1-29_2017,0.07547977986986301,-0.6032511308907491,0.36876619526473
D_D100-1-2_2011,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-2_2012,0.0017835108765246249,-0.2537963272007708,-0.17621008851703684
D_D100-1-2_2014,0.16233637737802575,-0.06423447390674766,0.2983072489658834
D_D100-1-2_2015,0.37602015540118067,-0.5993434252262031,0.8630592794631294
D_D100-1-2_2016,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-2_2017,-0.24848459088795546,-0.20246161758215742,0.2553266662780944
D_D100-1-30_2011,-0.06120972657238748,-0.36841835048752336,-0.6887447425367983
D_D100-1-30_2012,-0.03655571392947528,0.2251505383606918,-0.007248517528335698
D_D100-1-30_2014,0.16233637737802575,-0.06423447390674766,0.2983072489658834
D_D100-1-30_2015,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-30_2016,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-30_2017,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-31_2011,-0.07080135408130026,-0.011941501869053461,-0.5593692080367956
D_D100-1-31_2012,-0.04896373419490265,0.11775239009944592,0.0011334610876021708
D_D100-1-31_2014,-0.07257004641617919,-0.04258431180059158,0.20353934236758656
D_D100-1-31_2015,-0.06556131417170254,0.16429535507321397,0.048242083769683336
D_D100-1-31_2016,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-31_2017,-0.05676107833663601,0.2534692643373776,-0.03914976123077776
D_D100-1-32_2011,0.30444206206333874,-0.37765248260537987,0.5252365240552125
D_D100-1-32_2012,-0.03952067374412854,-0.22384926929725127,0.13245735532832315
D_D100-1-32_2014,-0.05876323225931547,0.2682435188739277,-0.03277912985901328
D_D100-1-32_2015,-0.037770337412450214,0.23667550501451856,-0.001343246515297991
D_D100-1-32_2016,-0.019770239963260723,-0.41168513764740755,0.0259714649988698
D_D100-1-32_2017,-0.06243334138714887,-0.2567958382434561,-0.16649140321680378
