,plot,subplot,census,f_type,avghgt,tbiomc,simpdv,avghgtnorm,tbiomcnorm
184,BSouth,23,1,Logged,11.416666666666666,616.638477668698,0.9333333333333333,0.2099423938553445,0.016989096859731573
185,BSouth,23,2,Logged,11.642857142857142,777.541527166932,0.9523809523809523,0.21862903471608391,0.021524409117970458
186,BSouth,23,3,Logged,12.436363636363637,1290.957192471333,0.9454545454545454,0.24910293461605598,0.03599585865039514
187,BSouth,23,4,Logged,12.563636363636363,1346.503372220146,0.9454545454545454,0.2539907287080318,0.03756151741633355
188,BSouth,24,1,Logged,7.666666666666667,85.4119504117496,1.0,0.06592703221676978,0.002015619424199471
189,BSouth,24,2,Logged,8.6,127.30944164699658,1.0,0.10177085555792613,0.0031965678660172713
190,BSouth,24,3,Logged,8.639999999999999,183.47553705028486,1.0,0.10330701941540424,0.004779699955647082
191,BSouth,24,4,Logged,8.6,181.32874245329882,1.0,0.10177085555792613,0.004719189083528784
192,BSouth,25,1,Logged,7.916666666666667,174.89182805988844,0.9333333333333333,0.07552805632600809,0.004537754257745766
193,BSouth,25,2,Logged,8.633333333333333,239.03582292581467,0.9333333333333333,0.10305099210582457,0.006345756325543992
194,BSouth,25,3,Logged,10.966666666666667,646.4343439895814,0.9333333333333333,0.19266055045871555,0.017828941462996427
195,BSouth,25,4,Logged,12.08,763.6134348353969,0.9,0.2354171111585235,0.021131823346090556
196,Belian,1,1,Old-growth,18.936842105263157,27380.19484880737,0.9181286549707602,0.4987479366220115,0.7713631479582775
197,Belian,1,2,Old-growth,18.99473684210526,28031.53930936043,0.8947368421052632,0.5009713316788877,0.7897223432966773
198,Belian,1,3,Old-growth,19.526315789473685,31614.203336651055,0.8947368421052632,0.5213861408374787,0.8907055137884274
199,Belian,2,1,Old-growth,17.813636363636363,34776.16421699475,0.9437229437229437,0.45561223500203646,0.979830486779396
200,Belian,2,2,Old-growth,17.85909090909091,35491.734832489776,0.9437229437229437,0.45735787574917075,1.0
201,Belian,2,3,Old-growth,17.07727272727273,34988.46260211829,0.9437229437229437,0.427332854898462,0.9858144595596364
202,Belian,3,1,Old-growth,21.954545454545453,21218.551124028138,0.9636363636363636,0.6146401070659656,0.5976872704467163
203,Belian,3,2,Old-growth,21.963636363636365,21232.02209231131,0.9636363636363636,0.6149892352153926,0.5980669714391806
204,Belian,3,3,Old-growth,21.608333333333334,21288.47068825639,0.9696969696969697,0.6013441433752933,0.599658066262731
205,Belian,4,1,Old-growth,20.776923076923076,10796.488856692586,0.9743589743589743,0.5694145837094416,0.30392461706894636
206,Belian,4,2,Old-growth,20.869230769230764,10951.322587162409,0.9743589743589743,0.5729595772266988,0.30828885577031634
207,Belian,4,3,Old-growth,20.053333333333335,11790.863029103557,0.9619047619047619,0.541625773415831,0.33195265872182456
208,Belian,5,1,Old-growth,15.6375,3100.655618251698,0.9583333333333334,0.3720396842329848,0.0870051308783114
209,Belian,5,2,Old-growth,15.9,3228.716737797142,0.9583333333333334,0.382120759547685,0.09061474031137949
210,Belian,5,3,Old-growth,16.226666666666667,3303.8735126244155,0.9714285714285714,0.39466609771708977,0.09273315536458565
211,Belian,6,1,Old-growth,22.400000000000002,25775.340779064183,0.9560439560439561,0.6317473863878813,0.7261277446648756
212,Belian,6,2,Old-growth,20.885714285714283,24743.30154647372,0.945054945054945,0.5735926117833519,0.6970380524735392
213,Belian,6,3,Old-growth,18.40666666666667,10719.210626517366,0.9238095238095239,0.478387027949648,0.30174640537127106
214,Belian,7,1,Old-growth,22.800000000000004,14250.394828511655,1.0,0.6471090249626628,0.4012785338632172
215,Belian,7,2,Old-growth,22.792857142857144,14579.2303072381,1.0,0.646834709988113,0.41054729279763547
216,Belian,7,3,Old-growth,23.492857142857144,15914.566311339813,1.0,0.6737175774939802,0.4481858942235003
217,Belian,8,1,Old-growth,20.36,11795.281416436132,0.9894736842105263,0.5534030296564966,0.33207719810310765
218,Belian,8,2,Old-growth,20.09523809523809,11976.104590166835,0.9904761904761905,0.5432350879331889,0.3371739912276128
219,Belian,8,3,Old-growth,20.825,12457.087109790487,0.9894736842105263,0.5712609344996799,0.350731260179633
220,Belian,9,1,Old-growth,22.311111111111114,10821.863636507378,0.9869281045751634,0.6283336889268188,0.3046398462103642
221,Belian,9,2,Old-growth,21.589999999999996,11387.576193871735,0.9631578947368421,0.600640068273949,0.3205853680886329
222,Belian,9,3,Old-growth,21.06190476190476,13463.597471495821,0.9666666666666667,0.5803590478222437,0.3791013799239251
223,Belian,10,1,Old-growth,18.53181818181818,8302.849832615217,0.9523809523809523,0.48319335880675746,0.2336373747277434
224,Belian,10,2,Old-growth,18.704347826086952,9593.444052151463,0.9525691699604744,0.4898192039034886,0.2700148567116335
225,Belian,10,3,Old-growth,19.330434782608688,10633.24223647956,0.9525691699604744,0.5138635077596678,0.2993232474859769
226,Belian,11,1,Old-growth,17.588888888888892,5438.331833227858,0.9607843137254902,0.4469810113078729,0.15289630961380965
227,Belian,11,2,Old-growth,17.788888888888888,5637.598606848043,0.9607843137254902,0.4546618305952634,0.15851296538184878
228,Belian,11,3,Old-growth,18.83529411764706,5948.126513565021,0.9558823529411765,0.49484807791262436,0.16726569583817383
229,Belian,12,1,Old-growth,24.42142857142857,18904.22088628324,0.967032967032967,0.7093785241854368,0.5324541357759371
230,Belian,12,2,Old-growth,23.15333333333334,19030.02466884293,0.9428571428571428,0.6606784723703862,0.5360001185211681
231,Belian,12,3,Old-growth,23.293333333333337,19425.087851050648,0.9428571428571428,0.6660550458715596,0.5471356122152462
232,Belian,13,1,Old-growth,18.464285714285715,12885.072330695266,0.9010989010989011,0.4805998354110152,0.3627947146931898
233,Belian,13,2,Old-growth,18.139999999999997,13227.421215845305,0.9142857142857143,0.4681459355664602,0.3724443708075845
234,Belian,13,3,Old-growth,18.30666666666667,13431.485504438513,0.9142857142857143,0.4745466183059526,0.3781962522816254
235,Belian,14,1,Old-growth,19.743750000000002,4448.229346891179,0.975,0.5297365052272243,0.1249886723303732
236,Belian,14,2,Old-growth,19.529411764705884,4730.128055222177,0.9779411764705882,0.5215050389688626,0.1329344426029827
237,Belian,14,3,Old-growth,20.169230769230772,3827.8221234804623,1.0,0.5460767097208318,0.10750149297479822
238,Belian,15,1,Old-growth,20.679999999999996,4974.791083090309,1.0,0.5656923405163214,0.1398306650977612
239,Belian,15,2,Old-growth,20.939999999999998,5127.546254561376,1.0,0.5756774055899294,0.14413631625752818
240,Belian,15,3,Old-growth,19.772727272727273,5577.1820183028485,1.0,0.5308493512035223,0.15681002627979648
241,Belian,16,1,Old-growth,20.86428571428571,14936.031586036617,0.978021978021978,0.5727696668597029,0.42060431296311085
242,Belian,16,2,Old-growth,20.92142857142857,15189.733046315265,0.978021978021978,0.5749641866561004,0.42775529826962294
