,plot,subplot,census,f_type,avghgt,tbiomc,simpdv,avghgtnorm,tbiomcnorm
243,Belian,16,3,Old-growth,21.192857142857143,16247.454475907723,0.978021978021978,0.5853881556889877,0.4575688846521811
244,Belian,17,1,Old-growth,23.2076923076923,14246.753551564512,0.9743589743589743,0.6627660796638818,0.40117589859293784
245,Belian,17,2,Old-growth,23.42307692307692,14642.98102794533,0.9743589743589743,0.6710377312041487,0.412344209798256
246,Belian,17,3,Old-growth,22.16,14753.664217759482,0.9809523809523809,0.6225304032430125,0.4154639942219229
247,Belian,18,1,Old-growth,19.014999999999997,12695.230265151273,0.9315789473684211,0.5017495199487944,0.3574437095402358
248,Belian,18,2,Old-growth,19.415789473684214,12767.538206256813,0.9298245614035088,0.5171414775470787,0.3594818256150189
249,Belian,18,3,Old-growth,19.009999999999998,12653.64199049416,0.9368421052631579,0.5015574994666097,0.3562714768669608
250,Belian,19,1,Old-growth,31.811111111111117,17453.667751344114,1.0,0.993172605077875,0.49156795347776716
251,Belian,19,2,Old-growth,31.988888888888894,17699.531547606966,1.0,1.0,0.4984980215686165
252,Belian,19,3,Old-growth,30.25,17777.68417462881,1.0,0.9332195434179644,0.5007008795532915
253,Belian,20,1,Old-growth,24.96875,7262.173794510307,0.9833333333333333,0.730397909110305,0.2043042402272411
254,Belian,20,2,Old-growth,25.0875,7390.52623151333,0.9833333333333333,0.7349583955621931,0.2079220609132377
255,Belian,20,3,Old-growth,25.356250000000003,7571.609631374618,0.9833333333333333,0.7452794964796244,0.2130261889314173
256,Belian,21,1,Old-growth,21.474999999999998,12862.430234817286,0.9545454545454546,0.5962235971836994,0.3621565106609614
257,Belian,21,2,Old-growth,21.733333333333334,13348.708384378224,0.9545454545454546,0.6061446554299125,0.37586304549355104
258,Belian,21,3,Old-growth,22.150000000000002,13916.392493449288,0.9545454545454546,0.6221463622786431,0.391864138740113
259,Belian,22,1,Old-growth,23.358823529411765,11600.620384041,0.9705882352941176,0.6685701376774306,0.32659036258832913
260,Belian,22,2,Old-growth,23.96875,11817.827615321708,0.9666666666666667,0.6919938126733517,0.3327126991237615
261,Belian,22,3,Old-growth,24.368750000000002,13035.79036099786,0.9666666666666667,0.707355451248133,0.36704294573977714
262,Belian,23,1,Old-growth,21.04,8950.834863266065,0.9714285714285714,0.5795178152336248,0.2519018791099201
263,Belian,23,2,Old-growth,21.23333333333333,9083.032623053597,0.9714285714285714,0.5869426072114357,0.2556280864275925
264,Belian,23,3,Old-growth,21.386666666666667,9200.831572171652,0.9714285714285714,0.5928312353317686,0.25894844001696704
265,Belian,24,1,Old-growth,19.46875,15058.434066588317,0.975,0.519175378707062,0.424054424519207
266,Belian,24,2,Old-growth,19.60625,15547.713413540718,0.975,0.5244559419671431,0.43784555294627076
267,Belian,24,3,Old-growth,19.78125,15604.11696709576,0.975,0.5311766588436099,0.4394353781773285
268,Belian,25,1,Old-growth,17.4875,8187.320617244564,0.9916666666666667,0.44308726264134835,0.23038099724894995
269,Belian,25,2,Old-growth,17.94375,8652.27801310829,0.9916666666666667,0.4606091316407083,0.24348657221223077
270,Belian,25,3,Old-growth,17.918750000000003,8625.059940420897,0.9916666666666667,0.45964902922978457,0.24271938688485678
271,DC1,1,1,Old-growth,22.26666666666667,25262.915106781435,0.9686609686609686,0.6266268401962876,0.7116841996842954
272,DC1,1,2,Old-growth,23.756000000000004,26640.272922219374,0.9666666666666667,0.68382334115639,0.7505072537147623
273,DC1,2,1,Old-growth,19.183333333333334,12321.251011563469,0.9565217391304348,0.5082142095156816,0.3469025004182644
274,DC1,2,2,Old-growth,20.321739130434782,13383.349298566694,0.9565217391304348,0.5519336555319523,0.37683945559420173
275,DC1,3,1,Old-growth,14.125925925925925,3366.4341890953915,0.962962962962963,0.3139890477206456,0.09449652904685789
276,DC1,3,2,Old-growth,14.723999999999998,4219.133918674399,0.9566666666666667,0.33695754213782786,0.11853124776857547
277,DC1,4,1,Old-growth,13.533333333333335,11784.011061996469,0.98005698005698,0.29123106464689563,0.3317595249651261
278,DC1,4,2,Old-growth,12.872,10914.684929664429,0.9766666666666667,0.2658331555365905,0.30725616423537083
279,DC1,5,1,Old-growth,14.309090909090907,5070.202928440922,0.974025974025974,0.3210233333979865,0.1425200020192754
280,DC1,5,2,Old-growth,15.243478260869566,5701.15667786329,0.9762845849802372,0.35690763536516357,0.16030445223983172
281,DC1,6,1,Old-growth,21.950000000000003,13191.500214821202,0.9803921568627451,0.6144655429912524,0.3714318793925314
282,DC1,6,2,Old-growth,23.42222222222222,14195.760806423114,0.9803921568627451,0.6710049071901001,0.39973858573378307
283,DC1,7,1,Old-growth,16.83333333333333,5101.401806457278,0.9714285714285714,0.41796458288884125,0.1433993927726025
284,DC1,7,2,Old-growth,16.833333333333332,5438.765766391121,0.9714285714285714,0.41796458288884136,0.15290854072068266
285,DC1,8,1,Old-growth,17.91,14829.139370591396,0.9842105263157894,0.4593129933859611,0.41759138327327083
286,DC1,8,2,Old-growth,18.515,15681.084406072208,0.9842105263157894,0.4825474717303178,0.4416048297232357
287,DC1,9,1,Old-growth,17.580000000000002,8825.075033038129,0.9540229885057472,0.4466396415617666,0.24835713523212893
288,DC1,9,2,Old-growth,18.1,9347.951561725564,0.9470899470899471,0.46660977170898227,0.2630952544753416
289,DC1,10,1,Old-growth,17.124137931034483,9641.09933171504,0.9753694581280788,0.4291326707032657,0.27135809771451375
290,DC1,10,2,Old-growth,17.842857142857145,10629.990185550383,0.9735449735449735,0.4567344326251943,0.2992315831794923
291,DC1,11,1,Old-growth,21.7,2487.4705912830204,0.9090909090909091,0.604864518882014,0.06972152079104511
292,DC1,11,2,Old-growth,24.08,3008.6268880983907,0.8888888888888888,0.6962662684019627,0.08441115252130683
293,DC1,12,1,Old-growth,21.333333333333332,12344.208822496954,0.9696969696969697,0.590783016855131,0.3475496033891134
294,DC1,12,2,Old-growth,21.725000000000005,12676.272003055747,0.9696969696969697,0.605824621292938,0.3569093403114059
295,DC1,13,1,Old-growth,19.81875,4293.407229712612,0.95,0.5326168124599957,0.12062476096836909
296,DC1,13,2,Old-growth,20.45625,4730.827677836573,0.95,0.5570994239385534,0.13295416259604126
297,DC1,14,1,Old-growth,16.693333333333335,6012.8297584881775,0.9904761904761905,0.41258800938766804,0.16908946127184912
298,DC1,14,2,Old-growth,17.38,6837.801810025028,0.9904761904761905,0.4389588222743758,0.19234263061641538
299,DC1,15,1,Old-growth,16.27058823529412,3724.9757820333807,0.9926470588235294,0.3963528658743207,0.10460260277641767
300,DC1,15,2,Old-growth,17.723529411764705,5941.982283624115,0.9926470588235294,0.4521517589327174,0.16709251079627854
301,DC1,16,1,Old-growth,12.376470588235295,760.687161189489,0.9926470588235294,0.24680279621983203,0.021049341598363375
302,DC1,16,2,Old-growth,13.023529411764706,886.090260865601,0.9926470588235294,0.27165250567903704,0.024584030449543076
303,DC1,17,1,Old-growth,17.973684210526315,3586.237477935623,0.9883040935672515,0.4617587279485249,0.10069203965642695
304,DC1,17,2,Old-growth,18.772222222222222,3818.118745306092,0.9869281045751634,0.49242585875826744,0.10722798759303084
305,DC1,18,1,Old-growth,15.258823529411764,3474.557804337389,0.9779411764705882,0.3574969565381091,0.0975441677282958
306,DC1,18,2,Old-growth,15.647058823529415,3608.415301945317,0.9779411764705882,0.3724067822136322,0.10131715743639379
307,DC1,19,1,Old-growth,23.572727272727274,19238.39403685006,0.9636363636363636,0.6767849176639447,0.541873345609848
308,DC1,19,2,Old-growth,24.009999999999998,19601.62185638036,0.9555555555555556,0.693577981651376,0.5521115082027032
309,DC1,20,1,Old-growth,25.52142857142857,7436.4421623768785,0.989010989010989,0.7516230302660852,0.20921627556450315
310,DC1,20,2,Old-growth,26.571428571428573,8184.095450910416,0.989010989010989,0.7919473315248864,0.23029009072818643
311,DC1,21,1,Old-growth,21.676923076923075,18890.95164239356,1.0,0.6039782705026996,0.5320801207112252
312,DC1,21,2,Old-growth,22.36923076923077,20065.06967770016,1.0,0.6305657218821289,0.5651745333699725
313,DC1,22,1,Old-growth,20.907692307692308,16566.195384979328,0.9743589743589743,0.5744366578588894,0.466553111841303
314,DC1,22,2,Old-growth,23.430769230769233,16969.177535517985,0.9743589743589743,0.671333147330587,0.47791181444444725
315,DC1,23,1,Old-growth,13.347058823529412,3237.1172371878847,0.9926470588235294,0.2840773604086396,0.09085152195088833
316,DC1,23,2,Old-growth,13.7,3370.093014721407,0.9934640522875817,0.29763174738638776,0.09459965895498688
317,DC1,24,1,Old-growth,19.849999999999998,2830.0966708502738,0.975,0.5338169404736504,0.07937899007767134
318,DC1,24,2,Old-growth,20.380000000000003,2760.3118187916725,0.9714285714285714,0.5541711115852358,0.07741199134167638
319,DC1,25,1,Old-growth,18.666666666666664,11326.53117717882,0.9848484848484849,0.4883720930232556,0.3188647157245221
320,DC1,25,2,Old-growth,19.633333333333336,12223.939382900082,0.9848484848484849,0.5254960529123107,0.3441596150365235
321,DC2,1,1,Old-growth,15.054999999999998,2575.861192987964,0.968421052631579,0.34966929805845937,0.07221295262329228
322,DC2,1,2,Old-growth,15.895454545454545,3450.604970744359,0.974025974025974,0.3819461954729716,0.09686901843713698
323,DC2,2,1,Old-growth,18.886666666666667,13907.1798098341,0.9809523809523809,0.49682099423938547,0.39160446437681456
324,DC2,2,2,Old-growth,18.75625,14308.559454209935,0.9833333333333333,0.49181245999573286,0.4029179977562131
325,DC2,3,1,Old-growth,16.853846153846153,13287.717461245264,0.858974358974359,0.4187523592260096,0.37414391784377177
326,DC2,3,2,Old-growth,17.12857142857143,13567.850087045415,0.8791208791208791,0.42930293517022766,0.3820399082285781
327,DC2,4,1,Old-growth,13.1,4410.137629118637,0.9916666666666667,0.27458928952421585,0.1239149957587363
328,DC2,4,2,Old-growth,13.7125,4656.411360129798,0.9916666666666667,0.2981117985918497,0.13085661852238317
329,DC2,5,1,Old-growth,17.283333333333335,7461.643483337105,1.0,0.43524642628547044,0.20992661548802324
330,DC2,5,2,Old-growth,17.783333333333335,7620.553710396221,1.0,0.4544484745039471,0.21440575682803026
331,DC2,6,1,Old-growth,14.335000000000003,13414.795015382842,0.9947368421052631,0.3220183486238532,0.37772580389766847
332,DC2,6,2,Old-growth,15.210000000000003,13934.61165092659,0.9947368421052631,0.35562193300618733,0.3923776751118553
333,DC2,7,1,Old-growth,15.605882352941178,4594.669156201001,0.9926470588235294,0.37082543706622817,0.12911631481028957
334,DC2,7,2,Old-growth,15.78823529411765,4703.528119981368,0.9926470588235294,0.37782853700473146,0.13218468047763948
335,DC2,8,1,Old-growth,19.983333333333334,9929.608433177116,0.9848484848484849,0.5389374866652442,0.27949019259124136
336,DC2,8,2,Old-growth,20.599999999999998,11058.264969729049,0.9848484848484849,0.5626200128013653,0.3113031995014777
337,DC2,9,1,Old-growth,16.24,12369.496796943691,0.9619047619047619,0.3951781523362491,0.3482623857810691
338,DC2,9,2,Old-growth,16.619999999999997,12457.363557617948,0.9619047619047619,0.40977170898229126,0.3507390523080268
339,DC2,10,1,Old-growth,15.304999999999996,19607.957617023654,0.9894736842105263,0.35927032216769766,0.5522900918467075
340,DC2,10,2,Old-growth,16.93,20273.645339828752,0.9894736842105263,0.42167697887774686,0.5710535751915662
341,DC2,11,1,Old-growth,13.182758620689654,2754.601273066897,0.9926108374384236,0.27776755957417054,0.0772510303896772
342,DC2,11,2,Old-growth,14.058620689655172,3177.972954431411,0.9926108374384236,0.31140425093619173,0.08918444484186731
343,DC2,12,1,Old-growth,25.171428571428574,18045.78998624791,0.989010989010989,0.7381815965131518,0.5082578747608593
344,DC2,12,2,Old-growth,26.1,17596.497784728337,1.0,0.7738425432046084,0.49559384859456074
345,DC2,13,1,Old-growth,20.558333333333334,10990.907297638982,0.9848484848484849,0.5610198421164924,0.3094046147520329
346,DC2,13,2,Old-growth,19.99230769230769,11080.984852875565,0.9871794871794872,0.5392821388127552,0.311943596093472
347,DC2,14,1,Old-growth,16.490000000000002,9240.852909499288,1.0,0.40477917644548755,0.2600765060314967
348,DC2,14,2,Old-growth,16.79,9335.745267442348,1.0,0.4163004053765734,0.2627512003616192
349,DC2,15,1,Old-growth,11.142857142857144,1100.934097330119,0.967032967032967,0.19942698649760737,0.030639750885937254
350,DC2,15,2,Old-growth,11.792307692307691,1287.5257523124537,0.9743589743589743,0.22436854802973846,0.03589913796881384
351,DC2,16,1,Old-growth,18.291666666666668,8331.85445548798,0.9818840579710145,0.4739705568593983,0.2344549168568122
352,DC2,16,2,Old-growth,19.054166666666664,8896.498196352919,0.9818840579710145,0.503253680392575,0.25037031241624014
353,DC2,17,1,Old-growth,18.792857142857144,26632.3963222369,0.967032967032967,0.4932183242402999,0.7502852390260093
354,DC2,17,2,Old-growth,19.392857142857142,27091.960846102702,0.967032967032967,0.5162607821024717,0.763238807184226
355,DC2,18,1,Old-growth,18.12142857142857,17936.071975097195,0.978021978021978,0.46743271663263114,0.5051652954562831
356,DC2,18,2,Old-growth,18.642857142857142,18075.005602051555,0.978021978021978,0.48745770977475683,0.5090813640663725
357,DC2,19,1,Old-growth,15.557142857142859,5629.5499057899315,0.9857142857142858,0.36895364076930104,0.1582860997463895
358,DC2,19,2,Old-growth,16.490000000000002,6900.863527541234,0.9842105263157894,0.40477917644548755,0.19412012694957212
359,DC2,20,1,Old-growth,11.294117647058824,1333.0911338645567,0.9852941176470589,0.20523600948807086,0.03718347182170861
360,DC2,20,2,Old-growth,11.572222222222223,1554.889072793749,0.9869281045751634,0.21591636441220394,0.04343520486477145
361,DC2,21,1,Old-growth,15.5,1835.5897550977247,0.9777777777777777,0.3667591209729037,0.05134720683937177
362,DC2,21,2,Old-growth,16.330000000000002,2133.1014461293225,0.9777777777777777,0.398634521015575,0.059733054239484565
363,DC2,22,1,Old-growth,9.775,954.8889546850505,0.9848484848484849,0.14689566887134625,0.02652323272323024
364,DC2,22,2,Old-growth,9.75,910.650056847388,1.0,0.1459355664604224,0.02527628795568355
365,DC2,23,1,Old-growth,13.505263157894735,3867.8205952521917,0.9649122807017544,0.29015305492234944,0.10862891448671393
366,DC2,23,2,Old-growth,15.247058823529414,4667.842053884553,0.9558823529411765,0.3570451436388509,0.13117881108285845
367,DC2,24,1,Old-growth,7.658333333333332,736.6659944242076,1.0,0.06560699807979511,0.020372266226407938
368,DC2,24,2,Old-growth,8.015384615384615,809.4783780589829,1.0,0.07931922994863039,0.02242460082839454
369,DC2,25,1,Old-growth,11.86,712.6079444051446,1.0,0.22696820994239378,0.019694151240389736
370,DC2,25,2,Old-growth,12.644444444444444,820.4442661034035,1.0,0.25709409003627043,0.022733692089408095
371,E,1,1,Logged,10.328571428571427,1225.0478924932524,0.967032967032967,0.16815507939894533,0.03413809860759487
372,E,1,2,Logged,10.907142857142858,1414.5457294409389,0.967032967032967,0.19037459233746837,0.03947940112174037
373,E,1,3,Logged,10.107692307692306,1696.3881036824923,0.9871794871794872,0.15967241633979407,0.04742358352707694
374,E,1,4,Logged,10.276923076923076,1790.8457469644952,0.9871794871794872,0.16617157112143235,0.050086024722549284
375,E,2,1,Logged,8.830769230769231,541.8759774500414,0.9487179487179487,0.11063333935106923,0.014881795072999544
376,E,2,2,Logged,9.56923076923077,675.8986397010132,0.9615384615384616,0.13899328748912707,0.018659440213250993
377,E,2,3,Logged,8.988888888888887,655.4250872437085,0.9722222222222222,0.11670578195007457,0.0180823600788541
378,E,2,4,Logged,9.075,693.9477845085339,0.9642857142857143,0.12001280136547893,0.019168184503378174
379,E,3,1,Logged,14.334615384615386,5549.9504436892685,0.9353846153846154,0.3220035778175313,0.15604246037883157
380,E,3,2,Logged,15.13846153846154,6381.889021656649,0.9353846153846154,0.3528745630303129,0.17949199251960493
381,E,3,3,Logged,16.09,7668.295861827635,0.9421052631578948,0.38941753787070615,0.21575144645477637
382,E,3,4,Logged,17.07777777777778,9437.800895314194,0.934640522875817,0.4273522509067634,0.2656278030211265
383,E,4,1,Logged,13.421052631578947,4664.169311018017,0.9532163742690059,0.28691902574871136,0.13107528889483339
384,E,4,2,Logged,14.329411764705881,5134.953977850131,0.9632352941176471,0.32180373749670543,0.1443451148995794
385,E,4,3,Logged,14.878571428571428,5675.166039733252,0.945054945054945,0.3428937181870827,0.15957186413737995
386,E,4,4,Logged,15.14341220048657,5810.554086033433,0.9615384615384616,0.35306468873214897,0.16338799483172683
387,E,5,1,Logged,14.477419354838709,4735.180090308378,0.9763440860215054,0.3274878352615676,0.1330768423693448
388,E,5,2,Logged,14.828125,5434.373242180747,0.9778225806451613,0.3409563686793257,0.15278473033325965
389,E,5,3,Logged,15.133333333333333,6797.42464916334,0.9829545454545454,0.35267761894602084,0.1912045351410347
390,E,5,4,Logged,14.926666666666666,6560.554340482321,0.9839080459770115,0.3447407723490505,0.18452796301935065
391,E,6,1,Logged,13.61304347826087,5430.805405807546,0.9762845849802372,0.2942922607396962,0.15268416510414043
392,E,6,2,Logged,13.700000000000001,5821.090107207379,0.9782608695652174,0.29763174738638787,0.16368496960089546
393,E,6,3,Logged,14.248148148148148,7816.18917578246,0.9829059829059829,0.3186828817296066,0.21992005831006783
394,E,6,4,Logged,14.429629629629629,8227.441774077513,0.9829059829059829,0.32565251404594253,0.23151187683741414
395,E,7,1,Logged,13.054545454545456,2521.9592626258604,0.9810606060606061,0.27284364877708167,0.07069363968126709
396,E,7,2,Logged,13.7,2969.497965922196,0.9810606060606061,0.29763174738638776,0.08330824066879207
397,E,7,3,Logged,14.292857142857144,4569.260414843224,0.983739837398374,0.32039989027401017,0.1284001284079454
398,E,7,4,Logged,14.842105263157897,4732.761701412492,0.9800853485064012,0.3414932680538556,0.13300867617337211
399,E,8,1,Logged,13.865384615384613,2280.4770402093045,0.9353846153846154,0.3039831941048069,0.06388707332414782
400,E,8,2,Logged,14.338461538461537,2554.5843353712767,0.9353846153846154,0.32215128588075026,0.07161323003589144
401,E,8,3,Logged,15.223076923076924,3063.3558193094937,0.9353846153846154,0.3561241404211321,0.08595377581760895
402,E,8,4,Logged,15.670833333333334,3156.3646693183896,0.9384057971014492,0.37331982078088327,0.08857538043533049
403,E,9,1,Logged,13.486363636363636,3543.029136463168,0.9826839826839827,0.28942723587485686,0.09947414278406004
404,E,9,2,Logged,13.5,3801.7473009392907,0.9782608695652174,0.28995092809899714,0.10676653199878715
405,E,9,3,Logged,13.708695652173914,4248.734486465377,0.9762845849802372,0.297965696051057,0.11936558756742886
406,E,9,4,Logged,13.754545454545456,4283.800472251469,0.974025974025974,0.29972651628294894,0.12035397899741626
407,E,10,1,Logged,12.911764705882355,8492.802279447647,0.7867647058823529,0.26736028313608357,0.2389914911555433
408,E,10,2,Logged,13.435294117647059,9260.700023535417,0.7941176470588236,0.28746595715307666,0.2606359289874905
409,E,10,3,Logged,15.771428571428572,8792.77432050829,0.8571428571428572,0.3771830900057911,0.24744668749392099
410,E,10,4,Logged,16.25,8952.798821539263,0.8928571428571429,0.39556219330061865,0.251957236445029
411,E,11,1,Logged,13.235714285714286,4049.5491815723312,0.9894179894179894,0.2798012740406595,0.1137512281270107
412,E,11,2,Logged,13.44074074074074,4189.035081905931,0.9914529914529915,0.28767512979162213,0.11768286345404289
413,E,11,3,Logged,13.648148148148149,4502.4974212697325,0.9914529914529915,0.2956404238674347,0.12651830563271016
414,E,11,4,Logged,13.334835389548427,3321.918392949233,0.9933333333333333,0.2836079304712431,0.09324177945338202
415,E,12,1,Logged,17.200000000000003,3962.757891170335,1.0,0.4320460849157244,0.11130487546622496
416,E,12,2,Logged,16.719047619047622,4269.7970448003,1.0,0.41357554329604684,0.11995926978354682
417,E,12,3,Logged,17.143478260869568,4668.908551485668,1.0,0.4298754185953748,0.13120887203980613
418,E,12,4,Logged,17.449954258313824,4925.569604869494,1.0,0.4416453523568355,0.13844327825680544
419,E,13,1,Logged,14.203030303030303,3280.4194109964014,0.9109848484848485,0.31695017165467343,0.09207206363915703
420,E,13,2,Logged,14.553333333333333,2569.0162678968036,0.9402298850574713,0.3304032430125879,0.07202001735718343
421,E,13,3,Logged,16.772,3684.494193644635,0.9633333333333334,0.41560913164070823,0.10346156384256903
422,E,13,4,Logged,17.113636363636363,3403.097648729928,0.974025974025974,0.4287293674961692,0.09552994785668464
423,E,14,1,Logged,11.66,621.88422012969,0.7,0.21928739065500316,0.017136956581229035
424,E,14,2,Logged,11.466666666666669,782.4134358091608,0.8,0.21186259867719226,0.02166173172966131
425,E,14,3,Logged,12.366666666666669,1067.051950042532,0.8,0.2464262854704502,0.029684727855559357
426,E,14,4,Logged,12.399999999999999,1084.520134467049,0.8,0.2477064220183485,0.03017709683922215
427,E,15,1,Logged,13.840909090909092,3343.8484518988707,0.9826839826839827,0.30304323370250397,0.09385991357506805
428,E,15,2,Logged,14.347619047619048,3608.9653451786244,0.9857142857142858,0.3225029717455576,0.10133266129307245
429,E,15,3,Logged,13.885714285714286,3467.794042344893,0.9952380952380953,0.30476393672467916,0.09735352017517584
430,E,15,4,Logged,13.11093079859403,2584.858870823763,1.0,0.2750090769675539,0.07246656670153155
431,E,16,1,Logged,13.65925925925926,4064.059935436793,0.9886039886039886,0.2960671360500675,0.11416023715501239
432,E,16,2,Logged,13.99259259259259,4402.270293769366,0.9886039886039886,0.3088685015290519,0.1236932422086296
433,E,16,3,Logged,14.195833333333333,4375.974463581511,0.9855072463768116,0.3166737785363771,0.1229520517752385
434,E,16,4,Logged,14.581174241706409,4799.419220963297,0.9881422924901185,0.33147244794263986,0.13488752599297038
435,E,17,1,Logged,12.704,1591.9319961205247,0.7966666666666666,0.25938126733518235,0.04447931947147922
436,E,17,2,Logged,13.426086956521742,1748.0348277155335,0.782608695652174,0.2871123644493094,0.0488793298372642
437,E,17,3,Logged,13.988,2182.2187801434898,0.81,0.30869212716023037,0.0611175056078156
438,E,17,4,Logged,13.971100246672007,1985.1613610292845,0.8354978354978355,0.30804310740366136,0.05556312406394447
439,E,18,1,Logged,12.041666666666666,4416.108442079323,0.9057971014492754,0.23394495412844027,0.12408329276302986
440,E,18,2,Logged,12.124137931034479,4776.171735545066,0.9014778325123153,0.23711218851849925,0.13423225807903508
441,E,18,3,Logged,13.224137931034482,5541.743213188251,0.8251231527093597,0.27935669459914797,0.15581112633504846
442,E,18,4,Logged,13.963636363636367,5506.480874349855,0.8311688311688312,0.30775646371976645,0.1548172003772331
443,E,19,1,Logged,13.476666666666667,5042.441869352647,0.9885057471264368,0.28905483251546826,0.14173751174343927
444,E,19,2,Logged,14.033333333333333,7543.529895978115,0.9936507936507937,0.3104331128653722,0.21223471624927115
445,E,19,3,Logged,14.819444444444445,8361.789162710224,0.9920634920634921,0.3406229997866438,0.2352986749150665
446,E,19,4,Logged,15.242244676613987,9304.724338000662,0.9928698752228164,0.35686026067644916,0.26187682537620055
447,E,20,1,Logged,15.289743589743589,13079.763928510898,0.979757085020243,0.3586844135169288,0.36828241174369875
448,E,20,2,Logged,15.517500000000002,14112.925169673079,0.9782051282051282,0.36743119266055047,0.39740372955832204
449,E,20,3,Logged,15.98536585365854,15632.057453679303,0.9829268292682927,0.3853991580240104,0.44022292590683804
450,E,20,4,Logged,16.173817192672068,15611.063369606618,0.9819819819819819,0.39263646142115893,0.4396311737483658
451,E,21,1,Logged,13.55,2790.6161956795904,0.9894736842105263,0.2918711329208448,0.07826616913635873
452,E,21,2,Logged,13.754999999999999,2876.331801840096,0.9894736842105263,0.2997439726904202,0.08068220189990423
453,E,21,3,Logged,12.389285714285714,3051.7280767269253,0.9841269841269842,0.24729494955652406,0.0856260291177495
454,E,21,4,Logged,12.767857142857142,3288.525138474298,0.9841269841269842,0.26183364320765634,0.09230053665633779
455,E,22,1,Logged,12.9,3056.6619906545347,0.9567099567099567,0.2669084702368252,0.08576509944852796
456,E,22,2,Logged,12.995,2861.590704079466,0.9842105263157894,0.27055685939833574,0.08026670025725564
457,E,22,3,Logged,12.91578947368421,3193.200016542667,0.9883040935672515,0.26751485070688236,0.08961364417441882
458,E,22,4,Logged,12.28125,2872.1770906606935,0.9833333333333333,0.24314593556646036,0.08056509465675286
459,E,23,1,Logged,13.93939393939394,4175.143147661203,0.9545454545454546,0.3068254553212948,0.11729129685622365
460,E,23,2,Logged,14.042424242424241,4351.818977572443,0.9545454545454546,0.310782241014799,0.12227119039851335
461,E,23,3,Logged,13.595999999999998,3072.6595024896515,0.9866666666666667,0.2936377213569446,0.08621601515058197
462,E,23,4,Logged,13.21796950558365,2442.5368783488443,0.9857142857142858,0.27911980179327,0.06845499153809398
463,E,24,1,Logged,16.006060606060608,6102.476674659664,0.7310606060606061,0.38619392129099833,0.17161630435589098
464,E,24,2,Logged,16.69375,6482.1359867866595,0.7298387096774194,0.4126040110945167,0.18231761509930858
465,E,24,3,Logged,16.623333333333335,5892.861106420837,0.767816091954023,0.4098997226370813,0.1657079511014569
466,E,24,4,Logged,17.490743783421053,4571.936787944491,0.7707509881422925,0.44321183721267104,0.1284755663053106
467,E,25,1,Logged,11.858620689655172,1364.0331832373417,0.8251231527093597,0.22691523877489456,0.03805562344501868
468,E,25,2,Logged,12.410714285714286,1465.980241228043,0.8068783068783069,0.2481178944801731,0.04092916588711946
469,E,25,3,Logged,12.982758620689655,1820.961543088661,0.8522167487684729,0.2700867402867799,0.05093488706390629
470,E,25,4,Logged,13.703868040142796,1738.4492415365416,0.8297101449275363,0.2977802959730537,0.04860914461308382
471,LF,1,1,Logged,14.327777777777776,2751.9633257179703,0.9869281045751634,0.32174098570514176,0.07717667558418727
472,LF,1,2,Logged,14.331818181818182,3065.7799009324885,0.9913419913419913,0.3218961537715538,0.08602210247228718
473,LF,1,3,Logged,15.50952380952381,3576.3795026710977,0.9904761904761905,0.3671248742723033,0.10041417670604759
474,LF,1,4,Logged,15.734999999999996,3712.9219251795307,0.9894736842105263,0.3757840836355876,0.10426284535778078
475,LF,2,1,Logged,17.536363636363635,4182.799013112183,1.0,0.4449638264445176,0.11750708978578922
476,LF,2,2,Logged,17.754545454545454,4193.94435238168,1.0,0.45334290203076194,0.11782123916933918
477,LF,2,3,Logged,16.30666666666667,4407.74381676105,1.0,0.39773842543204607,0.12384752229217898
478,LF,2,4,Logged,16.426666666666666,4459.608097748733,1.0,0.4023469170044804,0.1253094007964193
479,LF,3,1,Logged,18.976190476190474,9371.363889071949,0.9095238095238095,0.5002590752537412,0.26375516872519006
480,LF,3,2,Logged,19.133333333333336,9764.047943047786,0.9095238095238095,0.506294004693834,0.2748236028485042
481,LF,3,3,Logged,19.228571428571424,10556.506273668696,0.9095238095238095,0.5099515376878293,0.29716032046955826
482,LF,3,4,Logged,19.38095238095238,10848.43492134401,0.9095238095238095,0.5158035904782223,0.3053888007778042
483,LF,4,1,Logged,19.76666666666667,5203.736499992283,0.8333333333333334,0.5306165991039045,0.14628386134842972
484,LF,4,2,Logged,20.016666666666662,5412.109169581168,0.8333333333333334,0.5402176232131425,0.1521571814975224
485,LF,4,3,Logged,20.775000000000002,6020.471935775609,0.8333333333333334,0.5693407296778322,0.16930486837842298
486,LF,4,4,Logged,21.016666666666666,6326.686035993776,0.8333333333333334,0.5786217196500959,0.17793600723312994
487,LF,5,1,Logged,19.237037037037037,10194.825129070066,0.9173789173789174,0.5102766517317402,0.2869657534070487
488,LF,5,2,Logged,19.536,10276.527511227025,0.9266666666666666,0.5217580541924471,0.2892686669719519
489,LF,5,3,Logged,18.735,6936.48244170396,0.9,0.4909963729464475,0.19512410355866144
490,LF,5,4,Logged,18.105555555555554,6222.660676209914,0.9084967320261438,0.46682312780029855,0.1750038844991811
491,LF,6,1,Logged,17.139130434782608,4033.3386020338726,0.9446640316205533,0.4297084442630401,0.11329430676770026
492,LF,6,2,Logged,17.3,4235.853343483718,0.9446640316205533,0.43588649455941963,0.11900251175347118
