Forest type,Plot,Core,Data type,Date,Date of previous collection,Days between collections,"CoarseRoots, Mg C ha-1 year-1","FineRoots, Mg C ha-1 year-1",Remarsk
Old-growth,Seraya,8,NPP,14/05/2012,20/01/2012,115,0,0.267610251114404,
Old-growth,Seraya,9,NPP,14/05/2012,20/01/2012,115,0.017683882565766,0.536701236649197,
Old-growth,Seraya,10,NPP,14/05/2012,20/01/2012,115,0,0.331052269645827,
Old-growth,Seraya,11,NPP,14/05/2012,20/01/2012,115,0.030946794490091,1.33745347773253,
Old-growth,Seraya,12,NPP,14/05/2012,20/01/2012,115,0.053051647697299,2.9795808170533,
Old-growth,Seraya,13,NPP,14/05/2012,20/01/2012,115,0.017683882565766,0.444337091723767,
Old-growth,Seraya,14,NPP,14/05/2012,20/01/2012,115,0.013262911924325,0.784181203177402,
Old-growth,Seraya,15,NPP,14/05/2012,20/01/2012,115,0.026525823848649,0.813569982587552,
Old-growth,Seraya,16,NPP,14/05/2012,20/01/2012,115,0,0.89804452170747,
Old-growth,Belian,1,NPP,15/05/2012,29/01/2012,107,0,1.12173033682811,
Old-growth,Belian,2,NPP,15/05/2012,29/01/2012,107,0,0.075307395433036,
Old-growth,Belian,3,NPP,15/05/2012,29/01/2012,107,0.017683882565766,0.35267157208921,
Old-growth,Belian,4,NPP,15/05/2012,29/01/2012,107,0,0.536119656089979,
Old-growth,Belian,5,NPP,15/05/2012,29/01/2012,107,0.238732414637843,3.56504262903079,
Old-growth,Belian,6,NPP,15/05/2012,29/01/2012,107,0,0.250432121706206,
Old-growth,Belian,7,NPP,15/05/2012,29/01/2012,107,0,0.73099970811051,
Old-growth,Belian,8,NPP,15/05/2012,29/01/2012,107,0.053051647697299,0.697566399171659,
Old-growth,Belian,9,NPP,15/05/2012,29/01/2012,107,0,0.120476109810232,
Old-growth,Belian,10,NPP,15/05/2012,29/01/2012,107,0.070735530263065,0.830930261624685,
Old-growth,Belian,11,NPP,15/05/2012,29/01/2012,107,0,4.03284936101215,
Old-growth,Belian,12,NPP,15/05/2012,29/01/2012,107,0,0.448104805056453,
Old-growth,Belian,13,NPP,15/05/2012,29/01/2012,107,0,0.742420662986477,
Old-growth,Belian,14,NPP,15/05/2012,29/01/2012,107,0.017683882565766,1.31403056558057,
Old-growth,Belian,15,NPP,15/05/2012,29/01/2012,107,0,0.611821980672298,
Old-growth,Belian,16,NPP,15/05/2012,29/01/2012,107,0.313888915542349,2.59173826738427,
Logged,LF,1,NPP,22/05/2012,12/02/2012,100,0,1.49507958702432,
Logged,LF,2,NPP,22/05/2012,12/02/2012,100,0,0.927665430132818,
Logged,LF,3,NPP,22/05/2012,12/02/2012,100,0.110524266036038,2.20551173070371,
Logged,LF,4,NPP,22/05/2012,12/02/2012,100,0,1.26998248597757,
Logged,LF,5,NPP,22/05/2012,12/02/2012,100,0,2.38721202339728,
Logged,LF,6,NPP,22/05/2012,12/02/2012,100,0,2.45072628095645,
Logged,LF,7,NPP,22/05/2012,12/02/2012,100,0.022104853207208,8.49229268435352,
Logged,LF,8,NPP,22/05/2012,12/02/2012,100,0.141471060526129,4.61077755124686,
Logged,B North,1,NPP,25/05/2012,20/02/2012,95,0.039788735772974,2.65407235394751,
Logged,B North,2,NPP,25/05/2012,20/02/2012,95,0,0.425712596221083,
Logged,B North,3,NPP,25/05/2012,20/02/2012,95,0,2.64923412685286,
Logged,B North,4,NPP,25/05/2012,20/02/2012,95,0,0.733038299811279,
Logged,B North,5,NPP,25/05/2012,20/02/2012,95,0,0.561472149901985,
Logged,B North,6,NPP,25/05/2012,20/02/2012,95,0.075156500904506,3.24813273019764,
Logged,B North,7,NPP,25/05/2012,20/02/2012,95,0,3.13875972542633,
Logged,B North,8,NPP,25/05/2012,20/02/2012,95,0,0.767384934888487,
Logged,B North,9,NPP,25/05/2012,20/02/2012,95,0,1.04523714178998,
Logged,B North,10,NPP,25/05/2012,20/02/2012,95,0,6.15428755896701,
Logged,B North,11,NPP,25/05/2012,20/02/2012,95,0.017683882565766,4.56176035357334,
Logged,B North,12,NPP,25/05/2012,20/02/2012,95,0.008841941282883,1.00603838127316,
Logged,B North,13,NPP,25/05/2012,20/02/2012,95,0,0.803073655406569,
Logged,B North,14,NPP,25/05/2012,20/02/2012,95,0,0.337766996523869,
Logged,B North,15,NPP,25/05/2012,20/02/2012,95,0,3.07504357855336,
Logged,B North,16,NPP,25/05/2012,20/02/2012,95,0,0.530635553086379,
Logged,B South,3,NPP,27/05/2012,17/02/2012,100,0,0.918520902893527,
Logged,B South,4,NPP,27/05/2012,17/02/2012,100,0.097261354111714,1.88664677519242,
Logged,B South,5,NPP,27/05/2012,17/02/2012,100,0,1.59772689329882,
Logged,B South,6,NPP,27/05/2012,17/02/2012,100,0,0.379051382522996,
Logged,B South,11,NPP,27/05/2012,17/02/2012,100,0,0.400310193004826,
Logged,B South,12,NPP,27/05/2012,17/02/2012,100,0.053051647697299,1.46302059631601,
Logged,B South,13,NPP,27/05/2012,17/02/2012,100,0,2.86217208627356,
Logged,B South,14,NPP,27/05/2012,17/02/2012,100,0.004420970641442,0.246475160193474,
Logged,E,1,NPP,04/06/2012,03/03/2012,93,0.079577471545948,19.452014759602,
Logged,E,2,NPP,04/06/2012,03/03/2012,93,0,0.301663088315556,
Logged,E,3,NPP,04/06/2012,03/03/2012,93,0.278521150410817,9.25279989891529,
Logged,E,4,NPP,04/06/2012,03/03/2012,93,0,0.52498962137657,
Logged,E,5,NPP,04/06/2012,03/03/2012,93,0,0.506467090162482,
Logged,E,6,NPP,04/06/2012,03/03/2012,93,0.066314559621623,1.77592909302615,
Logged,E,7,NPP,04/06/2012,03/03/2012,93,0.048630677055857,1.15753565072163,
Logged,E,8,NPP,04/06/2012,03/03/2012,93,0,0.668762648641594,
Logged,E,9,NPP,05/06/2012,03/03/2012,94,0.101682324753155,1.35631685973588,
Logged,E,10,NPP,05/06/2012,03/03/2012,94,0.106103295394597,1.53356093348462,
Logged,E,11,NPP,05/06/2012,03/03/2012,94,0.004420970641442,0.896916775220734,
Logged,E,12,NPP,05/06/2012,03/03/2012,94,0,3.30889924279186,
Logged,E,13,NPP,05/06/2012,03/03/2012,94,0,0.309816464988957,
Logged,E,14,NPP,05/06/2012,03/03/2012,94,0,0.24002741757876,
Logged,E,15,NPP,05/06/2012,03/03/2012,94,0.035367765131532,0.339381075082741,
Logged,E,16,NPP,05/06/2012,03/03/2012,94,0.150313001809012,1.3972168061614,
Logged,Tower,2,NPP,08/08/2012,07/05/2012,93,0.110524266036038,1.06146356684915,
Logged,Tower,4,NPP,08/08/2012,07/05/2012,93,0,0.014163079967239,
Logged,Tower,5,NPP,08/08/2012,07/05/2012,93,0,1.27745353455693,
Logged,Tower,7,NPP,08/08/2012,07/05/2012,93,0,2.34635796445257,
Logged,Tower,10,NPP,08/08/2012,07/05/2012,93,0.013262911924325,0.191229202493034,
Logged,Tower,11,NPP,08/08/2012,07/05/2012,93,0,0.045338313657196,
Logged,Tower,12,NPP,08/08/2012,07/05/2012,93,0.026525823848649,0.509139608234664,
Logged,Tower,13,NPP,08/08/2012,07/05/2012,93,0.030946794490091,0.654767410529497,
Logged,Tower,14,NPP,08/08/2012,07/05/2012,93,0,0.574447215665528,
Logged,Tower,15,NPP,08/08/2012,07/05/2012,93,0,0.231793274282787,
Logged,Tower,16,NPP,08/08/2012,07/05/2012,93,0,4.10896020884708,
Logged,LF,1,NPP,09/08/2012,22/05/2012,79,0,0.128055669536686,
Logged,LF,2,NPP,09/08/2012,22/05/2012,79,0,1.00151562896139,
Logged,LF,3,NPP,09/08/2012,22/05/2012,79,0.676408508140555,7.50653468757139,
Logged,LF,4,NPP,09/08/2012,22/05/2012,79,0.5747261833874,5.64682992803334,
Logged,LF,5,NPP,09/08/2012,22/05/2012,79,0.190101737581986,4.59482070777624,
Logged,LF,6,NPP,09/08/2012,22/05/2012,79,0.676408508140555,4.13099953881616,
Logged,LF,7,NPP,09/08/2012,22/05/2012,79,0.048630677055857,0.90010909701233,
Logged,LF,8,NPP,09/08/2012,22/05/2012,79,0.654303654933347,2.22527661221328,
Logged,LF,13,NPP,09/08/2012,05/05/2012,96,0,1.055692838016,
Logged,LF,14,NPP,09/08/2012,05/05/2012,96,0,0.642082796503532,
Logged,LF,15,NPP,09/08/2012,05/05/2012,96,0,0.73030093568978,
Logged,LF,16,NPP,09/08/2012,05/05/2012,96,0,0.034299802296864,
Logged,B South,1,NPP,10/08/2012,08/05/2012,94,0,4.98651715768284,
Logged,B South,2,NPP,10/08/2012,08/05/2012,94,0,2.73993179137172,
Logged,B South,3,NPP,10/08/2012,27/05/2012,75,0,0.842454187338523,
Logged,B South,4,NPP,10/08/2012,27/05/2012,75,0,0.764780272033938,
Logged,B South,5,NPP,10/08/2012,27/05/2012,75,0,0.37724877820986,
Logged,B South,6,NPP,10/08/2012,27/05/2012,75,0,0.766102370770754,
Logged,B South,7,NPP,10/08/2012,08/05/2012,94,0,0.110024091449417,
Logged,B South,8,NPP,10/08/2012,08/05/2012,94,0,0.633775619068601,
Logged,B South,9,NPP,10/08/2012,08/05/2012,94,0,0.284875663549531,
Logged,B South,10,NPP,10/08/2012,08/05/2012,94,0,0.16948576504371,
Logged,B South,11,NPP,10/08/2012,27/05/2012,75,0.053051647697299,1.15267973266079,
Logged,B South,12,NPP,10/08/2012,27/05/2012,75,0.132629119243246,0.839545483214357,
Logged,B South,13,NPP,10/08/2012,27/05/2012,75,0.185680766940545,1.63586867187457,
Logged,B South,14,NPP,10/08/2012,27/05/2012,75,0,0.118956964699053,
Logged,B South,15,NPP,10/08/2012,08/05/2012,94,0,0.4099174255934,
Logged,B South,16,NPP,10/08/2012,08/05/2012,94,0.004420970641442,0.589254523311415,
Logged,Tower,1,NPP,10/08/2012,07/05/2012,95,0,0.059056425703945,
Logged,Tower,3,NPP,10/08/2012,07/05/2012,95,0.132629119243246,1.86001970737396,
Logged,Tower,6,NPP,10/08/2012,07/05/2012,95,0.123787177960363,0.062126908443215,
Logged,Tower,8,NPP,10/08/2012,07/05/2012,95,0,0.559436139463206,
Logged,Tower,9,NPP,10/08/2012,,,,,Not collected
Logged,B North,1,NPP,15/08/2012,25/05/2012,82,0,0.68601145209495,
Logged,B North,2,NPP,15/08/2012,25/05/2012,82,0,0.258728610174318,
Logged,B North,3,NPP,15/08/2012,25/05/2012,82,0,2.60872255301883,
Logged,B North,4,NPP,15/08/2012,25/05/2012,82,0,0.284510566596169,
Logged,B North,5,NPP,15/08/2012,25/05/2012,82,0,0.365663156427444,
Logged,B North,6,NPP,15/08/2012,,,,,Not collected
Logged,B North,7,NPP,15/08/2012,25/05/2012,82,0,0.572883057102939,
Logged,B North,8,NPP,15/08/2012,25/05/2012,82,0,1.6304638739295,
Logged,B North,9,NPP,15/08/2012,25/05/2012,82,0,0.070623941545081,
Logged,B North,10,NPP,15/08/2012,25/05/2012,82,0,2.48627565802573,
Logged,B North,11,NPP,15/08/2012,25/05/2012,82,0.070735530263065,3.35909214148734,
Logged,B North,12,NPP,15/08/2012,25/05/2012,82,0.008841941282883,0.42503476877791,
Logged,B North,13,NPP,15/08/2012,25/05/2012,82,0,1.7876849139409,
Logged,B North,14,NPP,15/08/2012,25/05/2012,82,0.044209706414415,2.46880964006653,
Logged,B North,15,NPP,15/08/2012,25/05/2012,82,0,0.309251735111105,
Logged,B North,16,NPP,15/08/2012,25/05/2012,82,0,0.376535034555309,
Old-growth,Seraya,1,NPP,18/08/2012,14/05/2012,96,0,0.245166460564201,
Old-growth,Seraya,2,NPP,18/08/2012,14/05/2012,96,0,0.027558162918902,
Old-growth,Seraya,3,NPP,18/08/2012,14/05/2012,96,0,0.304022080096276,
Old-growth,Seraya,4,NPP,18/08/2012,14/05/2012,96,0,0.1666923011881,
Old-growth,Seraya,5,NPP,18/08/2012,14/05/2012,96,0,0.637276096997238,
Old-growth,Seraya,6,NPP,18/08/2012,14/05/2012,96,0,0.499946318089062,
Old-growth,Seraya,7,NPP,18/08/2012,14/05/2012,96,0,0.771628561729261,
Old-growth,Seraya,8,NPP,18/08/2012,14/05/2012,96,0,0.165348977513413,
Old-growth,Seraya,9,NPP,18/08/2012,14/05/2012,96,0,2.68549926879611,
Old-growth,Seraya,10,NPP,18/08/2012,14/05/2012,96,0,0.391979058835056,
Old-growth,Seraya,11,NPP,18/08/2012,14/05/2012,96,0,0.837876454272586,
Old-growth,Seraya,12,NPP,18/08/2012,14/05/2012,96,0,6.50299066990102,
Old-growth,Seraya,13,NPP,18/08/2012,14/05/2012,96,0,0.147073761344075,
Old-growth,Seraya,14,NPP,18/08/2012,14/05/2012,96,0,1.92091936156257,
Old-growth,Seraya,15,NPP,18/08/2012,14/05/2012,96,0,0.147073761344075,
Old-growth,Seraya,16,NPP,18/08/2012,14/05/2012,96,0,0.643160354034214,
Old-growth,Belian,1,NPP,21/08/2012,15/05/2012,98,0,0.442684177400139,
Old-growth,Belian,2,NPP,21/08/2012,15/05/2012,98,0,0.297788799177622,
Old-growth,Belian,3,NPP,21/08/2012,15/05/2012,98,0,1.38631819645626,
Old-growth,Belian,4,NPP,21/08/2012,15/05/2012,98,0,0.568505889339097,
Old-growth,Belian,5,NPP,21/08/2012,15/05/2012,98,0,1.3935839800348,
Old-growth,Belian,6,NPP,21/08/2012,15/05/2012,98,0,0.139889167698062,
Old-growth,Belian,7,NPP,21/08/2012,15/05/2012,98,0,0.390428227433178,
Old-growth,Belian,8,NPP,21/08/2012,15/05/2012,98,0,0.062602698704472,
Old-growth,Belian,9,NPP,21/08/2012,15/05/2012,98,0,0.409502935260786,
Old-growth,Belian,10,NPP,21/08/2012,15/05/2012,98,0,1.22558004009141,
Old-growth,Belian,11,NPP,21/08/2012,15/05/2012,98,0,0.34645127581378,
Old-growth,Belian,12,NPP,21/08/2012,15/05/2012,98,0,0.905351216061102,
Old-growth,Belian,13,NPP,21/08/2012,15/05/2012,98,0,0.072436343923223,
Old-growth,Belian,14,NPP,21/08/2012,15/05/2012,98,0,0.27479481524774,
Old-growth,Belian,15,NPP,21/08/2012,15/05/2012,98,0,1.08891198820148,
Old-growth,Belian,16,NPP,21/08/2012,15/05/2012,98,0,0.033694345658113,
Logged,E,1,NPP,01/09/2012,04/06/2012,89,0.150313001809012,6.91425179057256,
Logged,E,2,NPP,01/09/2012,04/06/2012,89,0.048630677055857,1.25639716295397,
Logged,E,3,NPP,01/09/2012,04/06/2012,89,0.375782504522531,4.61467875698681,
Logged,E,4,NPP,01/09/2012,04/06/2012,89,0,0.523554354569002,
Logged,E,5,NPP,01/09/2012,04/06/2012,89,0.039788735772974,1.98812441543001,
Logged,E,6,NPP,01/09/2012,04/06/2012,89,0,0.319672223111398,
Logged,E,7,NPP,01/09/2012,04/06/2012,89,0,0.256821268095614,
Logged,E,8,NPP,01/09/2012,04/06/2012,89,0,0.177723537121065,
Logged,E,9,NPP,01/09/2012,04/06/2012,89,0,0,Core empty
Logged,E,10,NPP,01/09/2012,04/06/2012,89,0.030946794490091,0.198673855459659,
Logged,E,11,NPP,01/09/2012,04/06/2012,89,0,0.230528786805908,
Logged,E,12,NPP,01/09/2012,04/06/2012,89,0,1.82698335364754,
Logged,E,13,NPP,01/09/2012,04/06/2012,89,0,0.014714456085112,
Logged,E,14,NPP,01/09/2012,04/06/2012,89,0,0,Core empty
Logged,E,15,NPP,01/09/2012,04/06/2012,89,0,2.57723655903441,
Logged,E,16,NPP,01/09/2012,04/06/2012,89,0,1.29714709170178,
Logged,LF,9,NPP,02/09/2012,05/05/2012,120,0.039788735772974,1.48490622831162,
Logged,LF,10,NPP,02/09/2012,05/05/2012,120,0,0.11382990485002,
Logged,LF,11,NPP,02/09/2012,05/05/2012,120,0,0.906513592009585,
Logged,LF,12,NPP,02/09/2012,05/05/2012,120,0,1.85701151892091,
Old-growth,Belian,1,NPP,08/11/2012,21/08/2012,79,0,0.081310164846441,
Old-growth,Belian,2,NPP,08/11/2012,21/08/2012,79,0,0.081310164846441,
Old-growth,Belian,3,NPP,08/11/2012,21/08/2012,79,0,0.138735298038706,
Old-growth,Belian,4,NPP,08/11/2012,21/08/2012,79,0,0.032664311534156,
Old-growth,Belian,5,NPP,08/11/2012,21/08/2012,79,0,0.127817335821248,
Old-growth,Belian,6,NPP,08/11/2012,21/08/2012,79,0,0.138735298038706,
Old-growth,Belian,7,NPP,08/11/2012,21/08/2012,79,0,0.081310164846441,
Old-growth,Belian,8,NPP,08/11/2012,21/08/2012,79,0,0.081310164846441,
Old-growth,Belian,9,NPP,08/11/2012,21/08/2012,79,0,0.032664311534156,
Old-growth,Belian,10,NPP,08/11/2012,21/08/2012,79,0,0.081310164846441,
Old-growth,Belian,11,NPP,08/11/2012,21/08/2012,79,0,0.104563750333844,
Old-growth,Belian,12,NPP,08/11/2012,21/08/2012,79,0,3.62984120742225,
Old-growth,Belian,13,NPP,08/11/2012,21/08/2012,79,0,0.081310164846441,
Old-growth,Belian,14,NPP,08/11/2012,21/08/2012,79,0,0.081310164846441,
Old-growth,Belian,15,NPP,08/11/2012,21/08/2012,79,0,0.907211729608407,
Old-growth,Belian,16,NPP,08/11/2012,21/08/2012,79,0,0.032664311534156,
Old-growth,Seraya,1,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Old-growth,Seraya,2,NPP,09/11/2012,18/08/2012,83,0,0.031278236650474,
Old-growth,Seraya,3,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Old-growth,Seraya,4,NPP,09/11/2012,18/08/2012,83,0,0.031278236650474,
Old-growth,Seraya,5,NPP,09/11/2012,18/08/2012,83,0,0.167383674642386,
Old-growth,Seraya,6,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Old-growth,Seraya,7,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Old-growth,Seraya,8,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Old-growth,Seraya,9,NPP,09/11/2012,18/08/2012,83,0,0.031278236650474,
Old-growth,Seraya,10,NPP,09/11/2012,18/08/2012,83,0,0.031278236650474,
Old-growth,Seraya,11,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Old-growth,Seraya,12,NPP,09/11/2012,18/08/2012,83,0,0.167383674642386,
Old-growth,Seraya,13,NPP,09/11/2012,18/08/2012,83,0,1.00185980405354,
Old-growth,Seraya,14,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Old-growth,Seraya,15,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Old-growth,Seraya,16,NPP,09/11/2012,18/08/2012,83,0,0.07785985556428,
Logged,Tower,1,NPP,27/11/2012,08/08/2012,111,0,0.846266442942968,
Logged,Tower,2,NPP,27/11/2012,08/08/2012,111,0,0.432142807953544,
Logged,Tower,3,NPP,27/11/2012,08/08/2012,111,0,0.605566097499122,
Logged,Tower,4,NPP,27/11/2012,08/08/2012,111,0,0.846266442942968,
Logged,Tower,5,NPP,27/11/2012,08/08/2012,111,0,0.778749653677584,
Logged,Tower,6,NPP,27/11/2012,08/08/2012,111,0,0.819405997278138,
Logged,Tower,7,NPP,27/11/2012,08/08/2012,111,0,0.605566097499122,
Logged,Tower,8,NPP,27/11/2012,08/08/2012,111,0,0.729812824091659,
Logged,Tower,9,NPP,27/11/2012,,,,,Not collected
Logged,Tower,10,NPP,27/11/2012,08/08/2012,111,0,0.978996928441282,
Logged,Tower,11,NPP,27/11/2012,08/08/2012,111,0,0.432142807953544,
Logged,Tower,12,NPP,27/11/2012,08/08/2012,111,0,0,Core empty
Logged,Tower,13,NPP,27/11/2012,08/08/2012,111,0,0.819405997278138,
Logged,Tower,14,NPP,27/11/2012,08/08/2012,111,0,0.630075173441586,
Logged,Tower,15,NPP,27/11/2012,08/08/2012,111,0,0.846266442942968,
Logged,Tower,16,NPP,27/11/2012,08/08/2012,111,0,0,Core empty
Logged,B South,1,NPP,01/12/2012,10/08/2012,113,0,0.594097182198282,
Logged,B South,2,NPP,01/12/2012,10/08/2012,113,0,1.28217298279642,
Logged,B South,3,NPP,01/12/2012,10/08/2012,113,0,0.83347518883433,
Logged,B South,4,NPP,01/12/2012,10/08/2012,113,0,1.28217298279642,
Logged,B South,5,NPP,01/12/2012,10/08/2012,113,0,0.620551634232105,
Logged,B South,6,NPP,01/12/2012,10/08/2012,113,0,0.596413011142832,
Logged,B South,7,NPP,01/12/2012,10/08/2012,113,0,1.01762846245818,
Logged,B South,8,NPP,01/12/2012,10/08/2012,113,0,1.31871843576707,
Logged,B South,9,NPP,01/12/2012,10/08/2012,113,0,1.28217298279642,
Logged,B South,10,NPP,01/12/2012,10/08/2012,113,0,1.28217298279642,
Logged,B South,11,NPP,01/12/2012,10/08/2012,113,0,0.83347518883433,
Logged,B South,12,NPP,01/12/2012,10/08/2012,113,0,0.119796959623055,
Logged,B South,13,NPP,01/12/2012,10/08/2012,113,0,0,Core empty
Logged,B South,14,NPP,01/12/2012,10/08/2012,113,0,0.83347518883433,
Logged,B South,15,NPP,01/12/2012,10/08/2012,113,0,0.596413011142832,
Logged,B South,16,NPP,01/12/2012,10/08/2012,113,0,0,Core empty
Logged,LF,1,NPP,04/12/2012,,,,,Not collected
Logged,LF,2,NPP,04/12/2012,09/08/2012,117,0,0.744607470083447,
Logged,LF,3,NPP,04/12/2012,09/08/2012,117,0,1.1580333598475,
Logged,LF,4,NPP,04/12/2012,,,,,Not collected
Logged,LF,5,NPP,04/12/2012,09/08/2012,117,0,0.579016681031888,
Logged,LF,6,NPP,04/12/2012,,,,,Not collected
Logged,LF,7,NPP,04/12/2012,09/08/2012,117,0,3.46960350978162,
Logged,LF,8,NPP,04/12/2012,09/08/2012,117,0,1.48921493795062,
Logged,LF,9,NPP,04/12/2012,09/08/2012,117,0,1.32362414889906,
Logged,LF,10,NPP,04/12/2012,09/08/2012,117,0,0.949072134722994,
Logged,LF,11,NPP,04/12/2012,09/08/2012,117,0,0.579016681031888,
Logged,LF,12,NPP,04/12/2012,09/08/2012,117,0,0.579016681031888,
Logged,LF,13,NPP,04/12/2012,09/08/2012,117,0,1.47152732356158,
Logged,LF,14,NPP,04/12/2012,09/08/2012,117,0,5.35425809818356,
Logged,LF,15,NPP,04/12/2012,09/08/2012,117,0,0.987946010310983,
Logged,LF,16,NPP,04/12/2012,09/08/2012,117,0,0.579016681031888,
Logged,B North,1,NPP,10/12/2012,15/08/2012,117,0,2.27549564209142,
Logged,B North,2,NPP,10/12/2012,15/08/2012,117,0,0.579016681031888,
Logged,B North,3,NPP,10/12/2012,15/08/2012,117,0,0.579016681031888,
Logged,B North,4,NPP,10/12/2012,15/08/2012,117,0,0.579016681031888,
Logged,B North,5,NPP,10/12/2012,15/08/2012,117,0,0.783481345671436,
Logged,B North,6,NPP,10/12/2012,15/08/2012,117,0,0.987946010310983,
Logged,B North,7,NPP,10/12/2012,15/08/2012,117,0,1.38818084617096,
Logged,B North,8,NPP,10/12/2012,15/08/2012,117,0,1.1580333598475,
Logged,B North,9,NPP,10/12/2012,,,,,Not collected
Logged,B North,10,NPP,10/12/2012,,,,,Not collected
Logged,B North,11,NPP,10/12/2012,,,,,Not collected
Logged,B North,12,NPP,10/12/2012,,,,,Not collected
Logged,B North,13,NPP,10/12/2012,,,,,Not collected
Logged,B North,14,NPP,10/12/2012,,,,,Not collected
Logged,B North,15,NPP,10/12/2012,15/08/2012,117,0,0.602451222473312,
Logged,B North,16,NPP,10/12/2012,,,,,Not collected
Logged,E,1,NPP,25/01/2013,01/09/2012,146,0,1.31821121667371,
Logged,E,2,NPP,25/01/2013,01/09/2012,146,0,0.480476007488996,
Logged,E,3,NPP,25/01/2013,01/09/2012,146,0,0.819811190591176,
Logged,E,4,NPP,25/01/2013,01/09/2012,146,0,0,Core empty
Logged,E,5,NPP,25/01/2013,01/09/2012,146,0,1.51340678377597,
Logged,E,6,NPP,25/01/2013,01/09/2012,146,0,2.06586155441305,
Logged,E,7,NPP,25/01/2013,01/09/2012,146,0,1.09463022018685,
Logged,E,8,NPP,25/01/2013,01/09/2012,146,0,1.17034029292391,
Logged,E,9,NPP,25/01/2013,01/09/2012,146,0,0.650143599040087,
Logged,E,10,NPP,25/01/2013,01/09/2012,146,0,0.480476007488996,
Logged,E,11,NPP,25/01/2013,01/09/2012,146,0,1.03293077812607,
Logged,E,12,NPP,25/01/2013,01/09/2012,146,0,1.57883753358664,
Logged,E,13,NPP,25/01/2013,01/09/2012,146,0,0.480476007488996,
Logged,E,14,NPP,25/01/2013,01/09/2012,146,0,0,Core empty
Logged,E,15,NPP,25/01/2013,01/09/2012,146,0,0.480476007488996,
Logged,E,16,NPP,25/01/2013,01/09/2012,146,0,0,Core empty
Logged,B South,9,NPP,06/04/2013,01/12/2012,126,0,0.20238382264529,
Logged,B South,10,NPP,06/04/2013,01/12/2012,126,0,0.639459779299874,
Logged,B South,13,NPP,06/04/2013,01/12/2012,126,0,0.132454157447053,
Logged,B South,13,Stock,06/04/2013,,,8.70489119299839,2.3089247242331,
Logged,B South,14,NPP,06/04/2013,01/12/2012,126,0,0.20238382264529,
Logged,B South,14,Stock,06/04/2013,,,1.00798130624867,0.420406708641671,
Logged,B South,15,NPP,06/04/2013,01/12/2012,126,0,0.311243809371168,
Logged,B South,15,Stock,06/04/2013,,,0.795774715459477,0.188292134064259,
Logged,B South,16,NPP,06/04/2013,01/12/2012,126,0,0.163557010797304,
Logged,B South,16,Stock,06/04/2013,,,1.5959704015604,2.86855036366044,
Logged,B North,1,NPP,26/07/2013,05/03/2013,143,0,2.36294048838449,
Logged,B North,2,NPP,26/07/2013,05/03/2013,143,0,0.837017115768403,
Logged,B North,3,NPP,26/07/2013,05/03/2013,143,0,1.58947789430311,
Logged,B North,4,NPP,26/07/2013,05/03/2013,143,0,0.859748374237817,
Logged,B North,5,NPP,26/07/2013,05/03/2013,143,0,0.602931740048776,
Logged,B North,6,NPP,26/07/2013,05/03/2013,143,0,0.591237877945492,
Logged,B North,7,NPP,26/07/2013,05/03/2013,143,0,12.8582342826717,
Logged,B North,8,NPP,26/07/2013,05/03/2013,143,0,0.516856736379642,
Logged,B North,9,NPP,26/07/2013,05/03/2013,143,0,0.628710150853614,
Logged,B North,10,NPP,26/07/2013,05/03/2013,143,0,0.609023650638555,
Logged,B North,11,NPP,26/07/2013,05/03/2013,143,0,4.38034809561142,
Logged,B North,12,NPP,26/07/2013,05/03/2013,143,0,0.196400614139486,
Logged,B North,13,NPP,26/07/2013,05/03/2013,143,0,0.628710150853614,
Logged,B North,14,NPP,26/07/2013,05/03/2013,143,0,0.607024831207368,
Logged,B North,15,NPP,26/07/2013,05/03/2013,143,0,0.920907176623882,
Logged,B North,16,NPP,26/07/2013,05/03/2013,143,0,0,Core empty
Logged,B South,1,NPP,27/07/2013,06/04/2013,112,0,0.072424956296264,
Logged,B South,2,NPP,27/07/2013,06/04/2013,112,0,1.90839160571527,
Logged,B South,3,NPP,27/07/2013,06/04/2013,112,0,0.430134318473854,
Logged,B South,4,NPP,27/07/2013,06/04/2013,112,0,0.154562672627797,
Logged,B South,5,NPP,27/07/2013,06/04/2013,112,0,1.61635321246876,
Logged,B South,6,NPP,27/07/2013,06/04/2013,112,0,0.463459229078806,
Logged,B South,7,NPP,27/07/2013,06/04/2013,112,0,1.2706879523615,
Logged,B South,8,NPP,27/07/2013,06/04/2013,112,0,0.193317731809073,
Logged,B South,9,NPP,27/07/2013,06/04/2013,112,0,0.641991850084837,
Logged,B South,10,NPP,27/07/2013,06/04/2013,112,0,0.141758711166755,
Logged,B South,11,NPP,27/07/2013,06/04/2013,112,0,0.403478626733877,
Logged,B South,12,NPP,27/07/2013,06/04/2013,112,0,0.804976103120386,
Logged,B South,13,NPP,27/07/2013,06/04/2013,112,0,0.048283304197509,
