Forest type,Plot,Collection date,Date of the previous collection,Number of days between collections,Trap,"Trap size, m2",Leaves,Twigs,Fruit,Flower,Seed,Miscellaneous,Remarks,"Leaves, Mg C ha-1 year-1","Twigs, Mg C ha-1 year-1","Fruit, Mg C ha-1 year-1","Flower, Mg C ha-1 year-1","Seed, Mg C ha-1 year-1","Miscellaneous, Mg C ha-1 year-1","Reproductive, total, Mg C ha-1 year-1","Total, Mg C ha-1 year-1"
Logged,LF,22/04/2012,07/04/2012,15,17,0.25,10.05,1.77,0,0,0,0,,4.891,0.8614,0,0,0,0,0,5.7524
Logged,LF,22/04/2012,07/04/2012,15,18,0.25,1.51,0,0,0,0,0.94,,0.734866666666667,0,0,0,0,0.457466666666667,0,1.19233333333333
Logged,LF,22/04/2012,07/04/2012,15,19,0.25,5.4,3.02,0,0,0,5.01,,2.628,1.46973333333333,0,0,0,2.4382,0,6.53593333333333
Logged,LF,22/04/2012,07/04/2012,15,20,0.25,12.84,3.59,0,0,0,0.84,,6.2488,1.74713333333333,0,0,0,0.4088,0,8.40473333333333
Logged,LF,22/04/2012,07/04/2012,15,21,0.25,24.54,3.37,0,0,0,0,,11.9428,1.64006666666667,0,0,0,0,0,13.5828666666667
Logged,LF,22/04/2012,07/04/2012,15,22,0.25,1.59,0,0,0,0,1.62,,0.7738,0,0,0,0,0.7884,0,1.5622
Logged,LF,22/04/2012,07/04/2012,15,23,0.25,3.13,0,15.28,0,0,0,,1.52326666666667,0,7.43626666666667,0,0,0,7.43626666666667,8.95953333333333
Logged,LF,22/04/2012,07/04/2012,15,24,0.25,5.8,0,0.17,0,0,0,,2.82266666666667,0,0.082733333333333,0,0,0,0.082733333333333,2.9054
Logged,LF,22/04/2012,07/04/2012,15,25,0.25,13.63,0.9,0,0,0,0,,6.63326666666667,0.438,0,0,0,0,0,7.07126666666667
Logged,B South,24/04/2012,09/04/2012,15,1,0.25,3.64,0.21,1.4,0,0,0,,1.77146666666667,0.1022,0.681333333333333,0,0,0,0.681333333333333,2.555
Logged,B South,24/04/2012,09/04/2012,15,2,0.25,3.33,0,0,0,0,0,,1.6206,0,0,0,0,0,0,1.6206
Logged,B South,24/04/2012,09/04/2012,15,3,0.25,6.63,0,0,0,0,0,,3.2266,0,0,0,0,0,0,3.2266
Logged,B South,24/04/2012,09/04/2012,15,4,0.25,9.56,0.42,0,0,0,0,,4.65253333333333,0.2044,0,0,0,0,0,4.85693333333333
Logged,B South,24/04/2012,09/04/2012,15,5,0.25,7.87,2.09,0,0,0,0.39,,3.83006666666667,1.01713333333333,0,0,0,0.1898,0,5.037
Logged,B South,24/04/2012,09/04/2012,15,6,0.25,5.39,1.49,0,0,0,0,,2.62313333333333,0.725133333333333,0,0,0,0,0,3.34826666666667
Logged,B South,24/04/2012,09/04/2012,15,7,0.25,6.74,7.62,0,0,0,0,,3.28013333333333,3.7084,0,0,0,0,0,6.98853333333333
Logged,B South,24/04/2012,09/04/2012,15,8,0.25,28.26,0,0,0,0,0,,13.7532,0,0,0,0,0,0,13.7532
Logged,B South,24/04/2012,09/04/2012,15,9,0.25,2.96,6.19,0,0,0,0.27,,1.44053333333333,3.01246666666667,0,0,0,0.1314,0,4.5844
Logged,B South,24/04/2012,09/04/2012,15,10,0.25,7.43,0,0,0,0,0,,3.61593333333333,0,0,0,0,0,0,3.61593333333333
Logged,B South,24/04/2012,09/04/2012,15,11,0.25,2.87,0.37,0,0,0,0,,1.39673333333333,0.180066666666667,0,0,0,0,0,1.5768
Logged,B South,24/04/2012,09/04/2012,15,12,0.25,8.93,0,0,0,0,0,,4.34593333333333,0,0,0,0,0,0,4.34593333333333
Logged,B South,24/04/2012,09/04/2012,15,13,0.25,8.38,0,0,0,0,0,,4.07826666666667,0,0,0,0,0,0,4.07826666666667
Logged,B South,24/04/2012,09/04/2012,15,14,0.25,9.6,0,0,0,0,0,,4.672,0,0,0,0,0,0,4.672
Logged,B South,24/04/2012,09/04/2012,15,15,0.25,7.9,15.8,0,0,0,0,,3.84466666666667,7.68933333333333,0,0,0,0,0,11.534
Logged,B South,24/04/2012,09/04/2012,15,16,0.25,7.08,0.23,0,0,0,0,,3.4456,0.111933333333333,0,0,0,0,0,3.55753333333333
Logged,B South,24/04/2012,09/04/2012,15,17,0.25,6.63,0,0,0,0,0,,3.2266,0,0,0,0,0,0,3.2266
Logged,B South,24/04/2012,09/04/2012,15,18,0.25,12.8,0,0,0,0,16.06,,6.22933333333334,0,0,0,0,7.81586666666667,0,14.0452
Logged,B South,24/04/2012,09/04/2012,15,19,0.25,10.52,16.32,0,0,0,0,,5.11973333333333,7.9424,0,0,0,0,0,13.0621333333333
Logged,B South,24/04/2012,09/04/2012,15,20,0.25,0.42,0,0,0,0,0,,0.2044,0,0,0,0,0,0,0.2044
Logged,B South,24/04/2012,09/04/2012,15,21,0.25,3.94,0,0,0,0,0,,1.91746666666667,0,0,0,0,0,0,1.91746666666667
Logged,B South,24/04/2012,09/04/2012,15,22,0.25,9.15,1.914,0,0,0,0.69,,4.453,0.93148,0,0,0,0.3358,0,5.72028
Logged,B South,24/04/2012,09/04/2012,15,23,0.25,2.09,0.17,0,0,0,0,,1.01713333333333,0.082733333333333,0,0,0,0,0,1.09986666666667
Logged,B South,24/04/2012,09/04/2012,15,24,0.25,0.84,0.64,0,0,0,0,,0.4088,0.311466666666667,0,0,0,0,0,0.720266666666667
Logged,B South,24/04/2012,09/04/2012,15,25,0.25,8.38,0,0,0,0,0,,4.07826666666667,0,0,0,0,0,0,4.07826666666667
Logged,LF,05/05/2012,22/04/2012,13,1,0.25,22.41,0.990000000000002,0,0,0,1.19,,12.5840769230769,0.555923076923078,0,0,0,0.66823076923077,0,13.8082307692308
Logged,LF,05/05/2012,22/04/2012,13,2,0.25,4.68,1.67,0,0,0,1.14,,2.628,0.937769230769232,0,0,0,0.640153846153846,0,4.20592307692308
Logged,LF,05/05/2012,22/04/2012,13,3,0.25,8.12,1.24,0,0,0,1.24,,4.55969230769231,0.696307692307693,0,0,0,0.696307692307693,0,5.95230769230769
Logged,LF,05/05/2012,22/04/2012,13,4,0.25,6.55,1.2,0,0,0,1.26,,3.67807692307692,0.673846153846153,0,0,0,0.707538461538462,0,5.05946153846154
Logged,LF,05/05/2012,22/04/2012,13,5,0.25,1.4,9.35,0,0,0,1.35,,0.786153846153847,5.25038461538462,0,0,0,0.758076923076924,0,6.79461538461539
Logged,LF,05/05/2012,22/04/2012,13,6,0.25,2.39,5.34,0,0,0,2.1,,1.34207692307692,2.99861538461538,0,0,0,1.17923076923077,0,5.51992307692308
Logged,LF,05/05/2012,22/04/2012,13,7,0.25,1.62,1.03,57.83,0,0,0,,0.909692307692308,0.578384615384616,32.4737692307692,0,0,0,32.4737692307692,33.9618461538462
Logged,LF,05/05/2012,22/04/2012,13,8,0.25,4.81,4.44,0,0,0,2.55,,2.701,2.49323076923077,0,0,0,1.43192307692308,0,6.62615384615385
Logged,LF,05/05/2012,22/04/2012,13,9,0.25,2.11,0.390000000000001,3.26,0,0,0,,1.18484615384615,0.219,1.83061538461539,0,0,0,1.83061538461539,3.23446153846154
Logged,LF,05/05/2012,22/04/2012,13,10,0.25,4.44,1.02,0,0,0,3.47,,2.49323076923077,0.572769230769231,0,0,0,1.94853846153846,0,5.01453846153846
Logged,LF,05/05/2012,22/04/2012,13,11,0.25,13.99,1.28,0,2.02,0,0,,7.85592307692308,0.718769230769231,0,1.13430769230769,0,0,1.13430769230769,9.709
Logged,LF,05/05/2012,22/04/2012,13,12,0.25,4.8,6.31,0,0,0,3.5,,2.69538461538462,3.54330769230769,0,0,0,1.96538461538462,0,8.20407692307693
Logged,LF,05/05/2012,22/04/2012,13,13,0.25,0.780000000000001,5.38,0,0,0,0,,0.438000000000001,3.02107692307692,0,0,0,0,0,3.45907692307692
Logged,LF,05/05/2012,22/04/2012,13,14,0.25,9.85,4.07,0,0.09,0,0,,5.53115384615385,2.28546153846154,0,0.050538461538462,0,0,0.050538461538462,7.86715384615385
Logged,LF,05/05/2012,22/04/2012,13,15,0.25,7.04,4.63,0,0,0,3.07,,3.95323076923077,2.59992307692308,0,0,0,1.72392307692308,0,8.27707692307692
Logged,LF,05/05/2012,22/04/2012,13,16,0.25,3.04,1.23,0,0,0,0,,1.70707692307692,0.690692307692308,0,0,0,0,0,2.39776923076923
Logged,LF,05/05/2012,22/04/2012,13,17,0.25,8.71,4.79,2.99,0,0,0,,4.891,2.68976923076923,1.679,0,0,0,1.679,9.25976923076923
Logged,LF,05/05/2012,22/04/2012,13,18,0.25,6.19,2.29,0,0,0,2.15,,3.47592307692308,1.28592307692308,0,0,0,1.20730769230769,0,5.96915384615385
Logged,LF,05/05/2012,22/04/2012,13,19,0.25,3.74,3.61,0,0,0,0,,2.10015384615385,2.02715384615385,0,0,0,0,0,4.12730769230769
Logged,LF,05/05/2012,22/04/2012,13,20,0.25,3.47,0.57,0,0,0,0,,1.94853846153846,0.320076923076923,0,0,0,0,0,2.26861538461539
Logged,LF,05/05/2012,22/04/2012,13,21,0.25,9.44,3.16,0,0,0,1,,5.30092307692308,1.77446153846154,0,0,0,0.561538461538462,0,7.63692307692308
Logged,LF,05/05/2012,22/04/2012,13,22,0.25,11.196,11.09,0,0,0,0,,6.28698461538462,6.22746153846154,0,0,0,0,0,12.5144461538462
Logged,LF,05/05/2012,22/04/2012,13,23,0.25,3.59,0.5,0,0,0,1.9,,2.01592307692308,0.280769230769231,0,0,0,1.06692307692308,0,3.36361538461539
Logged,LF,05/05/2012,22/04/2012,13,24,0.25,9.06,5.12,0,0,0,0,,5.08753846153846,2.87507692307692,0,0,0,0,0,7.96261538461539
Logged,LF,05/05/2012,22/04/2012,13,25,0.25,7.95,0.84,0.32,0,0,0,,4.46423076923077,0.471692307692308,0.179692307692308,0,0,0,0.179692307692308,5.11561538461539
Logged,Tower,07/05/2012,21/04/2012,16,1,0.25,2.98,0,0,0,0,0,,1.359625,0,0,0,0,0,0,1.359625
Logged,Tower,07/05/2012,21/04/2012,16,2,0.25,3.35,0,0,0,0,0,,1.5284375,0,0,0,0,0,0,1.5284375
Logged,Tower,07/05/2012,21/04/2012,16,3,0.25,1.25,4.54,0,0,0,0,,0.570312500000001,2.071375,0,0,0,0,0,2.6416875
Logged,Tower,07/05/2012,21/04/2012,16,4,0.25,2.57,0,0,0,0,0.560000000000001,,1.1725625,0,0,0,0,0.2555,0,1.4280625
Logged,Tower,07/05/2012,21/04/2012,16,5,0.25,4.26,0,0,0,0,1.35,,1.943625,0,0,0,0,0.6159375,0,2.5595625
Logged,Tower,07/05/2012,21/04/2012,16,6,0.25,2.97,0,0,0,0,2.38,,1.3550625,0,0,0,0,1.085875,0,2.4409375
Logged,Tower,07/05/2012,21/04/2012,16,7,0.25,13.79,0.459999999999999,0,0,0,0,,6.2916875,0.209875,0,0,0,0,0,6.5015625
Logged,Tower,07/05/2012,21/04/2012,16,8,0.25,6.45,1.35,0,0,0,0,,2.9428125,0.6159375,0,0,0,0,0,3.55875
Logged,Tower,07/05/2012,21/04/2012,16,9,0.25,8.44,0,0,0,0,0,,3.85075,0,0,0,0,0,0,3.85075
Logged,Tower,07/05/2012,21/04/2012,16,10,0.25,4.75,0,0.109999999999999,0,0,0,,2.1671875,0,0.0501875,0,0,0,0.0501875,2.217375
Logged,Tower,07/05/2012,21/04/2012,16,11,0.25,1.08,0,0,0,0,0,,0.49275,0,0,0,0,0,0,0.49275
Logged,Tower,07/05/2012,21/04/2012,16,12,0.25,19.26,0,0,0,0,1.82,,8.787375,0,0,0,0,0.830374999999999,0,9.61775
Logged,Tower,07/05/2012,21/04/2012,16,13,0.25,2.57,0,0,0.07,0,0,,1.1725625,0,0,0.0319375,0,0,0.0319375,1.2045
Logged,Tower,07/05/2012,21/04/2012,16,14,0.25,7.48,0,0,0,0,1.83,,3.41275,0,0,0,0,0.8349375,0,4.2476875
Logged,Tower,07/05/2012,21/04/2012,16,15,0.25,26.25,12.69,0,0,0,0,,11.9765625,5.7898125,0,0,0,0,0,17.766375
Logged,Tower,07/05/2012,21/04/2012,16,16,0.25,10.41,0.860000000000001,0,0,0,1.57,,4.7495625,0.392375000000001,0,0,0,0.716312499999999,0,5.85825
Logged,Tower,07/05/2012,21/04/2012,16,17,0.25,0.979999999999999,0,0,0,0,0,,0.447124999999999,0,0,0,0,0,0,0.447124999999999
Logged,Tower,07/05/2012,21/04/2012,16,18,0.25,7.13,0,0,0,0,0.450000000000001,,3.2530625,0,0,0,0,0.2053125,0,3.458375
Logged,Tower,07/05/2012,21/04/2012,16,19,0.25,9.33,0,0,0,0,1.77,,4.2568125,0,0,0,0,0.8075625,0,5.064375
Logged,Tower,07/05/2012,21/04/2012,16,20,0.25,14.79,23.29,0,0,0,0,,6.7479375,10.6260625,0,0,0,0,0,17.374
Logged,Tower,07/05/2012,21/04/2012,16,21,0.25,11.33,0.74,0,0,0,0,,5.1693125,0.337625,0,0,0,0,0,5.5069375
Logged,Tower,07/05/2012,21/04/2012,16,22,0.25,12.51,2.66,0,0,0,0,,5.7076875,1.213625,0,0,0,0,0,6.9213125
Logged,Tower,07/05/2012,21/04/2012,16,23,0.25,1.12,3.2,0,0,0,0.9,,0.511,1.46,0,0,0,0.410625,0,2.381625
Logged,Tower,07/05/2012,21/04/2012,16,24,0.25,7.03,0,0,0,0,0,,3.2074375,0,0,0,0,0,0,3.2074375
Logged,Tower,07/05/2012,21/04/2012,16,25,0.25,0.67,0.889999999999999,0,0,0,0,,0.3056875,0.406062499999999,0,0,0,0,0,0.711749999999999
Logged,B South,08/05/2012,24/04/2012,14,1,0.25,5.75,2.38,0,0,0,0,,2.99821428571428,1.241,0,0,0,0,0,4.23921428571429
Logged,B South,08/05/2012,24/04/2012,14,2,0.25,0.869999999999999,2.76,0,0,0,0,,0.453642857142857,1.43914285714286,0,0,0,0,0,1.89278571428571
Logged,B South,08/05/2012,24/04/2012,14,3,0.25,13.38,0,0,0,0,0,,6.97671428571429,0,0,0,0,0,0,6.97671428571429
Logged,B South,08/05/2012,24/04/2012,14,4,0.25,0.94,0.85,0,0,0,0,,0.490142857142857,0.443214285714286,0,0,0,0,0,0.933357142857142
Logged,B South,08/05/2012,24/04/2012,14,5,0.25,7.16,2.24,0,0,0,0,,3.73342857142857,1.168,0,0,0,0,0,4.90142857142857
Logged,B South,08/05/2012,24/04/2012,14,6,0.25,18.15,0.389999999999999,0,0,0,0,,9.46392857142857,0.203357142857142,0,0,0,0,0,9.66728571428571
Logged,B South,08/05/2012,24/04/2012,14,7,0.25,4.05,0,0,0,0,0,,2.11178571428571,0,0,0,0,0,0,2.11178571428571
Logged,B South,08/05/2012,24/04/2012,14,8,0.25,21.55,0,0,0,0,0.34,,11.2367857142857,0,0,0,0,0.177285714285714,0,11.4140714285714
Logged,B South,08/05/2012,24/04/2012,14,9,0.25,6.74,10.49,0,0,0,0,,3.51442857142857,5.46978571428571,0,0,0,0,0,8.98421428571429
Logged,B South,08/05/2012,24/04/2012,14,10,0.25,4.82,0,0,0,0,0,,2.51328571428571,0,0,0,0,0,0,2.51328571428571
Logged,B South,08/05/2012,24/04/2012,14,11,0.25,6.28,8.68,0,0,0,0.219999999999999,,3.27457142857143,4.526,0,0,0,0.114714285714285,0,7.91528571428571
Logged,B South,08/05/2012,24/04/2012,14,12,0.25,2.39,0.880000000000001,0,0,0,0,,1.24621428571429,0.458857142857143,0,0,0,0,0,1.70507142857143
Logged,B South,08/05/2012,24/04/2012,14,13,0.25,3.82,0,0,0,0,0,,1.99185714285714,0,0,0,0,0,0,1.99185714285714
Logged,B South,08/05/2012,24/04/2012,14,14,0.25,10.18,0,0,0,0,0.720000000000001,,5.30814285714286,0,0,0,0,0.375428571428572,0,5.68357142857143
Logged,B South,08/05/2012,24/04/2012,14,15,0.25,6.14,2.43,0,0,0,0,,3.20157142857143,1.26707142857143,0,0,0,0,0,4.46864285714286
Logged,B South,08/05/2012,24/04/2012,14,16,0.25,0.860000000000001,4.05,0,0,0,0,,0.448428571428572,2.11178571428571,0,0,0,0,0,2.56021428571429
Logged,B South,08/05/2012,24/04/2012,14,17,0.25,11.65,0,0,0,0,0,,6.07464285714286,0,0,0,0,0,0,6.07464285714286
Logged,B South,08/05/2012,24/04/2012,14,18,0.25,7.31,2.84,0,0,0,0,,3.81164285714286,1.48085714285714,0,0,0,0,0,5.2925
Logged,B South,08/05/2012,24/04/2012,14,19,0.25,1.12,0,0,0,0,0.74,,0.584,0,0,0,0,0.385857142857143,0,0.969857142857143
Logged,B South,08/05/2012,24/04/2012,14,20,0.25,4.17,0,0,0,0,0,,2.17435714285714,0,0,0,0,0,0,2.17435714285714
Logged,B South,08/05/2012,24/04/2012,14,21,0.25,12.54,0,0,0,0,0,,6.53871428571429,0,0,0,0,0,0,6.53871428571429
Logged,B South,08/05/2012,24/04/2012,14,22,0.25,5.31,0,0,0,0,0.429999999999998,,2.76878571428571,0,0,0,0,0.224214285714285,0,2.993
Logged,B South,08/05/2012,24/04/2012,14,23,0.25,15.52,0.129999999999999,0,0,0,0,,8.09257142857143,0.067785714285714,0,0,0,0,0,8.16035714285714
Logged,B South,08/05/2012,24/04/2012,14,24,0.25,6.09,0,0,0,0,0,,3.1755,0,0,0,0,0,0,3.1755
Logged,B South,08/05/2012,24/04/2012,14,25,0.25,4.81,0.819999999999999,0,0,0,0,,2.50807142857143,0.427571428571428,0,0,0,0,0,2.93564285714286
Old-growth,Seraya,14/05/2012,13/04/2012,31,1,0.25,11.55,2.48,0,0,0,1.6,,2.71983870967742,0.584,0,0,0,0.376774193548387,0,3.68061290322581
Old-growth,Seraya,14/05/2012,13/04/2012,31,2,0.25,7.01,0,0,0,0,1.03,,1.65074193548387,0,0,0,0,0.242548387096774,0,1.89329032258065
Old-growth,Seraya,14/05/2012,13/04/2012,31,3,0.25,14.12,2.74,0,0,0,0.69,,3.32503225806452,0.645225806451613,0,0,0,0.162483870967742,0,4.13274193548387
Old-growth,Seraya,14/05/2012,13/04/2012,31,4,0.25,7.28,5.15,0,0,0,1.18,,1.71432258064516,1.21274193548387,0,0,0,0.277870967741935,0,3.20493548387097
Old-growth,Seraya,14/05/2012,13/04/2012,31,5,0.25,8.48,1.66,0,0.22,0,0.77,,1.99690322580645,0.390903225806452,0,0.051806451612903,0,0.181322580645161,0.051806451612903,2.62093548387097
Old-growth,Seraya,14/05/2012,13/04/2012,31,6,0.25,10.36,1.7,0,0,0,0.81,,2.43961290322581,0.400322580645161,0,0,0,0.190741935483871,0,3.03067741935484
Old-growth,Seraya,14/05/2012,13/04/2012,31,7,0.25,6.58,0.13,0.15,0,0,0,,1.54948387096774,0.030612903225807,0.035322580645161,0,0,0,0.035322580645161,1.61541935483871
Old-growth,Seraya,14/05/2012,13/04/2012,31,8,0.25,7.69,1.63,0,0,0,0,,1.81087096774194,0.383838709677419,0,0,0,0,0,2.19470967741935
Old-growth,Seraya,14/05/2012,13/04/2012,31,9,0.25,8.65,1.66,0,0,0,6.03,,2.03693548387097,0.390903225806452,0,0,0,1.41996774193548,0,3.8478064516129
Old-growth,Seraya,14/05/2012,13/04/2012,31,10,0.25,12.56,1.18,0.15,0,0,4.18,,2.95767741935484,0.277870967741935,0.035322580645161,0,0,0.984322580645161,0.035322580645161,4.2551935483871
Old-growth,Seraya,14/05/2012,13/04/2012,31,11,0.25,11.37,2.56,0,0,0,0,,2.67745161290323,0.602838709677419,0,0,0,0,0,3.28029032258064
Old-growth,Seraya,14/05/2012,13/04/2012,31,12,0.25,13.94,9.77,0,0,0,2.71,,3.28264516129032,2.30067741935484,0,0,0,0.638161290322581,0,6.22148387096774
Old-growth,Seraya,14/05/2012,13/04/2012,31,13,0.25,8.58,5.24,0,0.2,0,1.54,,2.02045161290323,1.23393548387097,0,0.047096774193548,0,0.362645161290323,0.047096774193548,3.66412903225806
Old-growth,Seraya,14/05/2012,13/04/2012,31,14,0.25,9.76,0.52,0,0,0,1.11,,2.29832258064516,0.122451612903226,0,0,0,0.261387096774194,0,2.68216129032258
Old-growth,Seraya,14/05/2012,13/04/2012,31,15,0.25,11.8,3.54,0,0,0,3.88,,2.77870967741935,0.833612903225806,0,0,0,0.913677419354839,0,4.526
Old-growth,Seraya,14/05/2012,13/04/2012,31,16,0.25,18.57,0,0,0.12,0,1.71,,4.37293548387097,0,0,0.028258064516129,0,0.402677419354839,0.028258064516129,4.80387096774194
Old-growth,Seraya,14/05/2012,13/04/2012,31,17,0.25,10.86,4.89,0,0.2,0,0,,2.55735483870968,1.15151612903226,0,0.047096774193548,0,0,0.047096774193548,3.75596774193548
Old-growth,Seraya,14/05/2012,13/04/2012,31,18,0.25,6.47,0.26,0,0,0,0,,1.52358064516129,0.061225806451613,0,0,0,0,0,1.5848064516129
Old-growth,Seraya,14/05/2012,13/04/2012,31,19,0.25,8.63,2.03,0,0.39,0,4.58,,2.03222580645161,0.478032258064516,0,0.091838709677419,0,1.07851612903226,0.091838709677419,3.68061290322581
Old-growth,Seraya,14/05/2012,13/04/2012,31,20,0.25,7.07,11.54,0,0,0,1.014,,1.66487096774194,2.71748387096774,0,0,0,0.23878064516129,0,4.62113548387097
Old-growth,Seraya,14/05/2012,13/04/2012,31,21,0.25,14.7,2.28,0,0,0,2.31,,3.46161290322581,0.536903225806452,0,0,0,0.543967741935484,0,4.54248387096774
Old-growth,Seraya,14/05/2012,13/04/2012,31,22,0.25,15.81,0.85,0,0,0,1.37,,3.723,0.200161290322581,0,0,0,0.322612903225806,0,4.24577419354839
Old-growth,Seraya,14/05/2012,13/04/2012,31,23,0.25,9.34,0.55,0,0.02,0,1.98,,2.19941935483871,0.129516129032258,0,0.004709677419355,0,0.466258064516129,0.004709677419355,2.79990322580645
Old-growth,Seraya,14/05/2012,13/04/2012,31,24,0.25,6.77,0,0,0,0,0.85,,1.59422580645161,0,0,0,0,0.200161290322581,0,1.79438709677419
Old-growth,Seraya,14/05/2012,13/04/2012,31,25,0.25,4.92,0.2,0,0,0,0.34,,1.15858064516129,0.047096774193548,0,0,0,0.080064516129032,0,1.28574193548387
Old-growth,Belian,15/05/2012,14/04/2012,31,1,0.25,13.63,3.22,0,0,0,2.02,,3.20964516129032,0.758258064516129,0,0,0,0.475677419354839,0,4.44358064516129
Old-growth,Belian,15/05/2012,14/04/2012,31,2,0.25,12.93,0.26,0,0,0,3.56,,3.0448064516129,0.061225806451613,0,0,0,0.838322580645161,0,3.94435483870968
Old-growth,Belian,15/05/2012,14/04/2012,31,3,0.25,22.48,0.42,0,0,0,2.17,,5.29367741935484,0.098903225806452,0,0,0,0.511,0,5.90358064516129
Old-growth,Belian,15/05/2012,14/04/2012,31,4,0.25,12.23,0.95,0,0,0,0.86,,2.87996774193548,0.223709677419355,0,0,0,0.202516129032258,0,3.3061935483871
Old-growth,Belian,15/05/2012,14/04/2012,31,5,0.25,7.26,0.92,0,0,0,0.04,,1.70961290322581,0.216645161290323,0,0,0,0.00941935483871,0,1.93567741935484
Old-growth,Belian,15/05/2012,14/04/2012,31,6,0.25,2.44,0.17,0,0,0,0,,0.57458064516129,0.040032258064516,0,0,0,0,0,0.614612903225807
Old-growth,Belian,15/05/2012,14/04/2012,31,7,0.25,18.5,0.39,0,0,0,2.29,,4.35645161290323,0.091838709677419,0,0,0,0.539258064516129,0,4.98754838709677
Old-growth,Belian,15/05/2012,14/04/2012,31,8,0.25,9.65,0.76,0,0,0,0.74,,2.27241935483871,0.178967741935484,0,0,0,0.174258064516129,0,2.62564516129032
Old-growth,Belian,15/05/2012,14/04/2012,31,9,0.25,23.43,0.3,0,0,0,1.77,,5.51738709677419,0.070645161290323,0,0,0,0.416806451612903,0,6.00483870967742
Old-growth,Belian,15/05/2012,14/04/2012,31,10,0.25,17.36,0,0,0,0,2.91,,4.088,0,0,0,0,0.685258064516129,0,4.77325806451613
Old-growth,Belian,15/05/2012,14/04/2012,31,11,0.25,20.94,5.87,0,0,0,3.32,,4.93103225806452,1.38229032258065,0,0,0,0.781806451612903,0,7.09512903225806
Old-growth,Belian,15/05/2012,14/04/2012,31,12,0.25,22.43,0,0,0,0,0.89,,5.28190322580645,0,0,0,0,0.20958064516129,0,5.49148387096774
Old-growth,Belian,15/05/2012,14/04/2012,31,13,0.25,24.04,0.26,0,0.11,0,1.37,,5.66103225806452,0.061225806451613,0,0.025903225806452,0,0.322612903225806,0.025903225806452,6.07077419354839
Old-growth,Belian,15/05/2012,14/04/2012,31,14,0.25,9.46,0.66,0,0,0,0,,2.22767741935484,0.15541935483871,0,0,0,0,0,2.38309677419355
Old-growth,Belian,15/05/2012,14/04/2012,31,15,0.25,13.26,1.63,0,0,0,2.5,,3.12251612903226,0.383838709677419,0,0,0,0.588709677419355,0,4.09506451612903
Old-growth,Belian,15/05/2012,14/04/2012,31,16,0.25,10.75,0.8,0,0,0,0.95,,2.53145161290323,0.188387096774194,0,0,0,0.223709677419355,0,2.94354838709677
Old-growth,Belian,15/05/2012,14/04/2012,31,17,0.25,5.67,13.21,0,0,0,1.22,,1.3351935483871,3.11074193548387,0,0,0,0.287290322580645,0,4.73322580645161
Old-growth,Belian,15/05/2012,14/04/2012,31,18,0.25,1.46,9.016,0,0,0,1.67,,0.343806451612903,2.12312258064516,0,0,0,0.393258064516129,0,2.86018709677419
Old-growth,Belian,15/05/2012,14/04/2012,31,19,0.25,12.32,0.28,0,0,0,0,,2.90116129032258,0.065935483870968,0,0,0,0,0,2.96709677419355
Old-growth,Belian,15/05/2012,14/04/2012,31,20,0.25,13.8,1.86,0,0,0,0,,3.24967741935484,0.438,0,0,0,0,0,3.68767741935484
Old-growth,Belian,15/05/2012,14/04/2012,31,21,0.25,8.16,2.15,0,0,0,0.61,,1.92154838709677,0.506290322580645,0,0,0,0.143645161290323,0,2.57148387096774
Old-growth,Belian,15/05/2012,14/04/2012,31,22,0.25,6.66,0.11,0,0,0,1.95,,1.56832258064516,0.025903225806452,0,0,0,0.459193548387097,0,2.05341935483871
Old-growth,Belian,15/05/2012,14/04/2012,31,23,0.25,13.58,0.72,0,0,0,2.76,,3.19787096774194,0.169548387096774,0,0,0,0.649935483870968,0,4.01735483870968
Old-growth,Belian,15/05/2012,14/04/2012,31,24,0.25,12.05,0,0,0,0,0.85,,2.83758064516129,0,0,0,0,0.200161290322581,0,3.03774193548387
Old-growth,Belian,15/05/2012,14/04/2012,31,25,0.25,13.01,0,0,0,0,0,,3.06364516129032,0,0,0,0,0,0,3.06364516129032
Logged,E,21/05/2012,20/04/2012,31,1,0.25,19.04,0,0,0,0,0.4,,4.48361290322581,0,0,0,0,0.094193548387097,0,4.5778064516129
Logged,E,21/05/2012,20/04/2012,31,2,0.25,11.31,0.21,0,0,0,0.22,,2.66332258064516,0.049451612903226,0,0,0,0.051806451612903,0,2.76458064516129
Logged,E,21/05/2012,20/04/2012,31,3,0.25,15.41,0,0,0,0,0.25,,3.6288064516129,0,0,0,0,0.058870967741936,0,3.68767741935484
Logged,E,21/05/2012,20/04/2012,31,4,0.25,12.68,1.07,0,0,0,0.46,,2.98593548387097,0.251967741935484,0,0,0,0.108322580645161,0,3.34622580645161
Logged,E,21/05/2012,20/04/2012,31,5,0.25,13.03,1.57,0,0,0,0.22,,3.06835483870968,0.369709677419355,0,0,0,0.051806451612903,0,3.48987096774194
Logged,E,21/05/2012,20/04/2012,31,6,0.25,21.43,0.67,0,0,0,0.76,,5.04641935483871,0.157774193548387,0,0,0,0.178967741935484,0,5.38316129032258
Logged,E,21/05/2012,20/04/2012,31,7,0.25,14.38,2.9,0,0,0,1.14,,3.38625806451613,0.682903225806452,0,0,0,0.268451612903226,0,4.33761290322581
